XYDATA
! 11BM APS Si SRM 640d
! File no. =              6098 
! No. steps =             34500 
! Scan time =             AUG 15, 2014 21:05
! Sample name =     	  NIST SRM 640d (Si)
! Composition =           Silicon (Si)
! Sample Comment =        0.8 mm dia Kapton
! Temp (K) =              295.6 
! 2theta step (deg) =     0.001 
! Time per step (sec) =   0.1 
! 100/Ring Current[0] =   1.004  
! Monitor I0 [0] =        86940.6  
! Monitor I1 [0] =        71229.8  
! Gonio._radius [mm] =    1000.0 
! Calibration file =      11bmb_6097_2thcorr.calib 
! 2Theta correction subtracted 
! Normalization factor  = 7.8467 
! Calibrated wavelength = 0.413848 
! Fullprof format INSTRM=10 (x, y, sigma)
INTER 1.0 1.0  2 0.00100
! ---------------------------------------
! degrees       intensity        sigma
13.93727       100.5700         8.9498
13.93827        95.4597         8.8184
13.93927        98.4710         8.8527
13.94027        99.9430         8.9059
13.94127       102.8036         9.1037
13.94227        97.0069         8.8081
13.94327       101.4157         8.9837
13.94427       112.0416         9.5060
13.94527       114.5796         9.5879
13.94627       106.1515         9.2368
13.94727       108.7484         9.4326
13.94827       103.4829         9.0977
13.94927       104.4978         9.1584
13.95027        90.2845         8.4998
13.95127        91.3905         8.5447
13.95227       100.9739         8.9460
13.95327       100.4445         8.9774
13.95427        99.9630         8.9835
13.95527       105.7617         9.1582
13.95627        99.9556         8.8878
13.95727       103.0592         9.0767
13.95827       102.4336         9.0344
13.95927        95.6727         8.7936
13.96027        91.9563         8.5967
13.96127        97.8049         8.9205
13.96227        99.0352         8.9054
13.96327       101.2254         8.9975
13.96426       102.6384         8.9409
13.96526       104.5873         9.1130
13.96626        98.9639         8.9231
13.96726        91.2158         8.5859
13.96826        95.9400         8.8076
13.96926       100.7574         9.0875
13.97026       102.8950         9.1189
13.97126        98.4166         8.9108
13.97226       104.2018         9.0705
13.97326       104.8495         9.1284
13.97426       107.5544         9.2398
13.97526        96.8572         8.7831
13.97626        96.6118         8.8088
13.97726       108.2623         9.3086
13.97826        99.4777         8.8803
13.97926        91.6417         8.5427
13.98026        89.8196         8.4713
13.98126        93.4622         8.5958
13.98226       116.2389         9.6066
13.98326       101.6132         8.9701
13.98426        99.8808         8.8993
13.98526       106.8274         9.2014
13.98626       110.9400         9.3644
13.98726        98.5857         8.8026
13.98826        94.7735         8.6635
13.98926        94.2017         8.6949
13.99026        86.0952         8.2573
13.99126       107.1132         9.2548
13.99226       116.4750         9.6683
13.99326       110.5985         9.4286
13.99426        97.9428         8.8055
13.99526        95.3633         8.7643
13.99626        93.6219         8.2284
13.99726        96.4829         8.3672
13.99826       108.4059         8.8809
13.99926       101.0704         8.5371
14.00026        95.2188         8.3284
14.00126       111.4954         9.0031
14.00226       103.7215         8.6656
14.00326        96.0816         8.3394
14.00426        91.9069         8.1459
14.00526       100.4376         8.5119
14.00626        99.0940         8.4862
14.00726       100.6310         8.5039
14.00826       101.1113         8.5588
14.00926        89.5893         8.0332
14.01026       100.1170         8.5399
14.01126        97.0643         8.3752
14.01226        94.3319         8.2697
14.01326       104.3474         8.6962
14.01426        98.6962         8.4483
14.01526       103.2525         8.6319
14.01626       110.3900         8.9189
14.01726        96.5890         8.4022
14.01826        85.6711         7.8295
14.01926        89.3820         8.0090
14.02026       102.9814         8.6696
14.02126        95.9394         8.3402
14.02226        82.6030         7.6463
14.02326        82.5032         7.6574
14.02426        91.3254         8.0506
14.02526       101.0434         8.5782
14.02626       104.2830         8.6594
14.02726       100.0164         8.5265
14.02826       105.1975         8.7531
14.02926       106.8367         8.7924
14.03026        94.7296         8.3320
14.03126        87.0458         7.9336
14.03226        97.2834         8.4138
14.03326        98.3961         8.4590
14.03426       101.5435         8.6218
14.03526        92.3102         8.1785
14.03626        91.3826         8.1168
14.03726       102.7609         8.6191
14.03826        98.9547         8.4914
14.03926       111.7321         9.0502
14.04026       115.2159         9.1276
14.04126       101.4499         8.6068
14.04225        98.3894         8.4811
14.04325        99.9978         8.5096
14.04425        89.9757         8.0705
14.04525        84.6693         7.8927
14.04625        87.6216         7.9890
14.04725        90.3626         8.0843
14.04825        94.9202         8.2416
14.04925       106.0665         8.7558
14.05025       105.4394         8.7893
14.05125        94.5610         8.3314
14.05225        93.0273         8.2516
14.05325        94.7386         8.2816
14.05425        94.4870         8.2435
14.05525       109.5953         8.9100
14.05625       105.8248         8.7327
14.05725       105.2290         8.7316
14.05825       108.8272         8.9099
14.05925        86.9021         7.8394
14.06025        82.6253         7.7383
14.06125        94.9421         8.3479
14.06225       103.7969         8.7289
14.06325        98.4026         8.5013
14.06425       100.3587         8.5082
14.06525       106.5551         8.7932
14.06625        98.1727         8.4432
14.06725       110.6472         8.9896
14.06825       107.2879         8.8330
14.06925        97.1134         8.3828
14.07025       106.0779         8.7941
14.07125       114.1163         9.1376
14.07225        91.3498         8.1209
14.07325       100.2412         8.4603
14.07425       117.3162         9.2092
14.07525       107.4254         8.7886
14.07625       104.2151         8.6608
14.07725        98.4720         8.4366
14.07825       100.2657         8.5663
14.07925       101.5347         8.5997
14.08025        99.4410         8.5104
14.08125       101.3791         8.5291
14.08225       110.7864         8.9439
14.08325       103.7331         8.6658
14.08425       104.9884         8.7368
14.08525        99.2444         8.4411
14.08625       104.2010         8.6679
14.08725       108.7794         8.7304
14.08825       107.2249         8.7317
14.08925        97.5524         8.3535
14.09025       108.4472         8.9054
14.09125       102.8028         8.6068
14.09225        93.3556         8.2128
14.09325        88.7655         8.0198
14.09425        89.0613         8.0466
14.09525        95.8860         8.2763
14.09625        92.2924         8.0956
14.09725       101.9966         8.5867
14.09825        92.4904         8.1417
14.09925        95.4974         8.2976
14.10025       115.6400         9.1491
14.10125       104.8137         8.7029
14.10225       103.7097         8.6375
14.10325       102.2384         8.5743
14.10425        98.2117         8.4439
14.10525        99.5570         8.4795
14.10625       107.2614         8.8420
14.10725        95.9621         8.2994
14.10825        97.7279         8.4306
14.10925        93.2347         8.3060
14.11025        95.0246         8.3782
14.11125       103.4447         8.6593
14.11225       107.9238         8.8639
14.11325       107.7018         8.8803
14.11425       102.9227         8.6848
14.11525        95.8072         8.3857
14.11625        94.3989         8.2456
14.11725       104.8565         8.7129
14.11825       100.8984         8.5619
14.11924        97.8433         8.4207
14.12024       100.4807         8.4752
14.12124       109.4888         8.8469
14.12224        90.7064         8.0576
14.12324        96.9773         8.3669
14.12424       104.1081         8.6729
14.12524       114.6121         9.1416
14.12624       101.0022         8.5425
14.12724        98.9765         8.4566
14.12824        94.6009         8.3013
14.12924        94.5518         8.2284
14.13024       100.2108         8.5101
14.13124       108.0840         8.8574
14.13224       103.8754         8.6530
14.13324       106.3058         8.7941
14.13424       103.7657         8.6685
14.13524        97.1988         8.3705
14.13624        86.8558         7.8318
14.13724        92.9782         8.1679
14.13824       106.0048         8.7605
14.13924       103.5470         8.6782
14.14024        99.2341         8.3937
14.14124       115.0074         9.0906
14.14224       105.6963         8.7076
14.14324        94.0663         8.2944
14.14424        98.2162         8.4334
14.14524        98.9317         8.4582
14.14624       112.8455         9.0794
14.14724       102.8551         8.6522
14.14824        98.8264         8.4915
14.14924       105.2649         8.7765
14.15024        99.6344         8.4642
14.15124       103.5434         8.6914
14.15224       108.5359         8.8585
14.15324       111.8553         9.0076
14.15424       107.3462         8.8196
14.15524        98.2353         8.4525
14.15624       100.0884         8.5238
14.15724       105.2384         8.7227
14.15824        96.2947         8.3567
14.15924       106.0865         8.7332
14.16024       104.9075         8.7226
14.16124        91.6193         8.1421
14.16224        93.2391         8.2227
14.16324        97.7502         8.4052
14.16424        94.5664         8.2426
14.16524       105.0155         8.6501
14.16624       102.9296         8.5898
14.16724       105.6727         8.6808
14.16824        93.3954         8.1939
14.16924        89.9552         8.0315
14.17024       106.5620         8.8277
14.17124       109.1700         8.8074
14.17224       111.9150         8.9964
14.17324        98.3107         8.4969
14.17424       100.1584         8.5660
14.17524       112.6829         9.0746
14.17624       117.5710         9.2160
14.17724       107.9436         8.8480
14.17824        93.3056         8.2391
14.17924        96.6391         8.3624
14.18024        83.5465         7.7485
14.18124        92.7028         8.1819
14.18224       104.2756         8.6772
14.18324        96.9943         8.3693
14.18424        93.7778         8.1808
14.18524        94.4016         8.2337
14.18624        95.6196         8.3158
14.18724       100.0554         8.5434
14.18824       106.4425         8.7913
14.18924        98.1252         8.4269
14.19024       105.2879         8.7343
14.19124       109.0688         8.9024
14.19224       101.7711         8.6101
14.19324        97.1805         8.3668
14.19424        97.4123         8.4305
14.19524        96.4547         8.2629
14.19624       107.5401         8.7898
14.19723       102.9433         8.6564
14.19823       104.4863         8.7344
14.19923        96.9560         8.3069
14.20023       100.4204         8.4570
14.20123        95.7094         8.2901
14.20223        97.1047         8.3525
14.20323       100.1791         8.5509
14.20423        95.4519         8.3382
14.20523       106.0751         8.8252
14.20623       102.1181         8.5894
14.20723       100.2612         8.4305
14.20823       105.6704         8.6644
14.20923       113.1043         9.0759
14.21023       105.2245         8.7652
14.21123       102.5976         8.6408
14.21223       102.8760         8.6807
14.21323        97.4459         8.3842
14.21423       101.7768         8.5330
14.21523       105.8007         8.7217
14.21623        93.0057         8.1882
14.21723       111.1523         8.9882
14.21823       104.1015         8.6781
14.21923        98.7490         8.4653
14.22023        98.1223         8.3584
14.22123       103.2235         8.6327
14.22223       110.7634         8.9826
14.22323       114.6828         9.1025
14.22423       108.1154         8.8438
14.22523       109.2873         8.8482
14.22623       106.9609         8.7530
14.22723       107.4927         8.8153
14.22823       104.4793         8.6547
14.22923       100.6124         8.5573
14.23023        99.2930         8.5201
14.23123       110.1259         8.9421
14.23223       107.9102         8.8374
14.23323       108.3370         8.8534
14.23423       110.6360         8.9210
14.23523        98.1167         8.4238
14.23623       106.2411         8.7445
14.23723       117.9240         9.2444
14.23823        99.7405         8.4801
14.23923       104.0007         8.6908
14.24023       104.9251         8.7812
14.24123        99.9791         8.5567
14.24223       109.5068         8.8672
14.24323       102.6802         8.5966
14.24423       103.1833         8.6322
14.24523       102.8139         8.5862
14.24623       103.8220         8.6172
14.24723       112.3309         8.9934
14.24823       100.9536         8.5338
14.24923       120.0095         9.3104
14.25023       106.4782         8.7968
14.25123       110.0235         8.9544
14.25223       105.8349         8.7584
14.25323       106.8370         8.8294
14.25423       110.8440         8.9657
14.25523       107.9567         8.9048
14.25623       109.6481         8.9419
14.25723       111.5554         9.0413
14.25823       106.9545         8.8643
14.25923       117.3625         9.2278
14.26023       111.5938         8.9967
14.26123       105.2822         8.7716
14.26223       106.1906         8.8050
14.26323       110.2546         8.9845
14.26423       112.4327         9.0679
14.26523       115.0179         9.1553
14.26623       107.5779         8.8623
14.26723       100.1804         8.4942
14.26823       104.6659         8.7045
14.26923       117.9553         9.2519
14.27023       103.4391         8.6219
14.27123        97.1936         8.3691
14.27223       105.1939         8.7363
14.27323       105.7854         8.7830
14.27422       110.1364         8.9186
14.27522       106.1051         8.7397
14.27622       121.6213         9.3776
14.27722       121.4618         9.4420
14.27822       101.2636         8.5940
14.27922        92.4308         8.1600
14.28022       104.4745         8.7465
14.28122       111.2182         8.9761
14.28222       107.6618         8.7976
14.28322       109.7072         8.8953
14.28422       100.3078         8.4598
14.28522       107.3716         8.8210
14.28622       115.0845         9.1398
14.28722       108.2278         8.8585
14.28822       113.5899         9.1189
14.28922        98.2356         8.4495
14.29022        97.2613         8.4018
14.29122        87.0356         7.9015
14.29222       100.7182         8.5405
14.29322       110.7742         8.9678
14.29422       105.3422         8.7440
14.29522       114.6570         9.1047
14.29622       105.6472         8.7465
14.29722       117.4019         9.2553
14.29822       104.7508         8.6858
14.29922       100.4067         8.5354
14.30022       106.7003         8.7950
14.30122       112.1569         9.0122
14.30222       118.5590         9.2832
14.30322       127.0132         9.5628
14.30422       115.0950         9.1397
14.30522       121.1366         9.3746
14.30622       112.4731         9.0120
14.30722       102.3495         8.6361
14.30822        99.3765         8.5422
14.30922       113.6913         9.1037
14.31022       112.2263         9.0033
14.31122       115.6583         9.1382
14.31222        98.1006         8.4085
14.31322       102.0687         8.6216
14.31422       118.6034         9.3381
14.31522       126.3139         9.5803
14.31622       103.6081         8.6906
14.31722       107.0290         8.8346
14.31822       107.8422         8.8044
14.31922       119.2417         9.2752
14.32022       113.8697         9.1308
14.32122       111.0516         8.9634
14.32222        94.1960         8.2864
14.32322       107.4537         8.8043
14.32422       110.1949         8.9420
14.32522       113.8303         9.0946
14.32622       116.4550         9.1530
14.32722       105.0028         8.7019
14.32822       113.9517         9.1314
14.32922       119.3768         9.3004
14.33022       124.2047         9.4771
14.33122       100.4141         8.4646
14.33222       105.1749         8.7388
14.33322       108.6239         8.8476
14.33422       125.7768         9.5803
14.33522       122.2255         9.3918
14.33622       123.0118         9.4395
14.33722       109.2366         8.8404
14.33822       114.7376         9.1318
14.33922       126.3207         9.5723
14.34022       126.2168         9.5778
14.34122       117.6016         9.2652
14.34222       120.0388         9.3496
14.34322       101.5531         8.5609
14.34422       114.4148         9.1311
14.34522       108.1690         8.8372
14.34622       112.3078         9.0294
14.34722       122.9789         9.4665
14.34822       122.7156         9.4578
14.34922       122.7534         9.4192
14.35022       111.9760         8.9908
14.35122       108.5233         8.8529
14.35221       110.1295         8.9863
14.35321       107.7751         8.8761
14.35421       111.0386         8.9326
14.35521       107.8115         8.8500
14.35621       114.7498         9.1072
14.35721       106.1251         8.7900
14.35821       120.1687         9.3378
14.35921       124.7717         9.5382
14.36021       126.3502         9.6163
14.36121       119.3292         9.2681
14.36221       133.0426         9.7885
14.36321       117.0229         9.1687
14.36421       115.5119         9.1643
14.36521       129.7045         9.7628
14.36621       137.1071         9.9912
14.36721       119.3237         9.3247
14.36821       113.2259         9.0816
14.36921       113.0997         9.0918
14.37021       112.0379         9.0310
14.37121       126.1038         9.5735
14.37221       129.7372         9.7879
14.37321       130.4250         9.7191
14.37421       121.4297         9.3804
14.37521       123.3245         9.4279
14.37621       128.2278         9.6965
14.37721       112.8843         9.0763
14.37821       115.3852         9.1507
14.37921       114.6536         9.1243
14.38021       135.9384         9.9047
14.38121       122.7290         9.4268
14.38221       111.0838         9.0074
14.38321       108.9770         8.8934
14.38421       124.7068         9.5451
14.38521       136.9950        10.0359
14.38621       132.5373         9.8623
14.38721       112.5572         9.1326
14.38821       123.7624         9.5132
14.38921       136.5970         9.9704
14.39021       143.7736        10.2015
14.39121       125.9684         9.5098
14.39221       124.6827         9.4172
14.39321       111.2704         9.0262
14.39421       140.1051        10.1029
14.39521       143.9878        10.2250
14.39621       131.6153         9.8282
14.39721       126.7697         9.6027
14.39821       121.8058         9.4315
14.39921       133.6961         9.8748
14.40021       153.5038        10.5955
14.40121       140.7997        10.1227
14.40221       119.8406         9.3042
14.40321       136.8925        10.0084
14.40421       129.3585         9.7020
14.40521       149.7813        10.4323
14.40621       141.7276        10.1032
14.40721       157.6457        10.7202
14.40821       149.0664        10.4030
14.40921       154.3578        10.6266
14.41021       142.8522        10.2108
14.41121       154.6241        10.5553
14.41221       154.4391        10.6334
14.41321       139.3057        10.1051
14.41421       142.8760        10.1774
14.41521       159.1449        10.8217
14.41621       143.7265        10.2061
14.41721       136.3418         9.9468
14.41821       142.1982        10.1603
14.41921       149.1913        10.3531
14.42021       148.4548        10.2873
14.42121       145.3544        10.2105
14.42221       150.0306        10.4606
14.42321       159.2548        10.7480
14.42421       153.5667        10.6151
14.42521       163.4681        10.8972
14.42621       170.9329        11.1838
14.42721       182.8718        11.5336
14.42821       177.2659        11.2821
14.42921       167.5517        11.0106
14.43020       177.8726        11.4067
14.43120       175.9502        11.3306
14.43220       179.4053        11.4100
14.43320       174.6523        11.2233
14.43420       185.8658        11.6653
14.43520       174.9313        11.3552
14.43620       200.1434        12.0792
14.43720       206.9757        12.2171
14.43820       202.6843        12.1947
14.43920       211.3156        12.4197
14.44020       195.7307        11.9071
14.44120       212.5383        12.3814
14.44220       230.2199        12.9176
14.44320       233.1788        13.0909
14.44420       223.4678        12.8244
14.44520       234.5598        13.1217
14.44620       250.1726        13.4348
14.44720       247.8936        13.4802
14.44820       265.4355        13.9731
14.44920       278.8139        14.3038
14.45020       262.7295        13.8118
14.45120       266.0534        13.8979
14.45220       300.6216        14.7671
14.45320       291.7786        14.5501
14.45420       297.2597        14.6646
14.45520       299.6887        14.7972
14.45620       307.9086        14.9733
14.45720       296.8307        14.7116
14.45820       311.8618        15.0452
14.45920       318.7585        15.2087
14.46020       334.0268        15.6017
14.46120       342.7740        15.7242
14.46220       387.3129        16.7240
14.46320       353.8443        16.0708
14.46420       363.1746        16.2630
14.46520       377.3007        16.6057
14.46620       371.5009        16.4237
14.46720       400.9748        17.0061
14.46820       404.0945        17.1001
14.46920       426.8215        17.6221
14.47020       463.9031        18.3425
14.47120       480.1700        18.6593
14.47220       477.4797        18.6232
14.47320       485.0410        18.7451
14.47420       511.0685        19.2955
14.47520       532.3044        19.6906
14.47620       560.1596        20.1694
14.47720       567.6159        20.2869
14.47820       570.9523        20.3628
14.47920       627.4519        21.3931
14.48020       653.6443        21.8119
14.48120       668.0013        22.0443
14.48220       703.8585        22.5974
14.48320       742.0637        23.1938
14.48420       767.8761        23.6090
14.48520       845.6666        24.7930
14.48620       869.5080        25.1683
14.48720       929.9020        25.9861
14.48820       958.1397        26.3268
14.48920      1012.4455        27.0894
14.49020      1091.8724        28.1523
14.49120      1125.2940        28.5561
14.49220      1265.4228        30.3189
14.49320      1329.5709        31.1597
14.49420      1457.8317        32.5979
14.49520      1557.3567        33.6606
14.49620      1659.3603        34.7592
14.49720      1793.3226        36.0418
14.49820      1988.5670        38.0252
14.49920      2134.1303        39.3613
14.50020      2355.5524        41.3378
14.50120      2691.7370        44.2314
14.50220      2965.4747        46.4090
14.50320      3340.3884        49.2140
14.50420      3793.5022        52.5221
14.50520      4244.2474        55.5345
14.50620      4999.0568        60.3182
14.50719      5781.3018        64.8140
14.50819      6949.8108        71.0547
14.50919      8537.4371        78.7638
14.51019     10411.6408        87.0157
14.51119     13207.3376        97.9765
14.51219     17180.8552       111.6634
14.51319     23225.1986       129.7887
14.51419     32011.0715       152.3635
14.51519     46018.0684       182.6845
14.51619     67065.0959       220.6971
14.51719     95301.5419       263.2868
14.51819    123205.0437       299.8925
14.51919    132862.9072       311.8028
14.52019    116491.5711       291.6326
14.52119     86507.3525       250.8358
14.52219     59838.9263       208.3054
14.52319     41054.0725       172.5254
14.52419     28525.9660       143.8316
14.52519     20920.5136       123.1897
14.52619     15693.7759       106.6855
14.52719     12231.7139        94.2098
14.52819      9900.1340        84.7709
14.52919      8091.3377        76.6912
14.53019      6813.1129        70.3858
14.53119      5819.8834        65.0559
14.53219      4952.8220        59.9874
14.53319      4364.4970        56.3001
14.53419      3839.4969        52.7525
14.53519      3410.4730        49.8057
14.53619      3020.6593        46.8494
14.53719      2804.1416        45.1093
14.53819      2540.8172        42.9726
14.53919      2303.7654        40.9539
14.54019      2059.0081        38.7045
14.54119      1932.9968        37.4346
14.54219      1737.2898        35.5145
14.54319      1596.8382        33.9815
14.54419      1492.0309        32.9436
14.54519      1425.3772        32.2160
14.54619      1318.8868        30.8935
14.54719      1216.9719        29.6764
14.54819      1162.5492        29.0282
14.54919      1105.4125        28.3317
14.55019      1077.0452        28.0063
14.55119      1025.2515        27.2684
14.55219       948.5542        26.3037
14.55319       917.9799        25.8618
14.55419       811.7029        24.3110
14.55519       803.4902        24.2494
14.55619       794.0905        24.0654
14.55719       729.1352        23.0231
14.55819       690.1101        22.4253
14.55919       668.5296        22.0954
14.56019       641.9892        21.6258
14.56119       604.7980        21.0233
14.56219       593.4648        20.8022
14.56319       579.0623        20.5714
14.56419       528.1361        19.6844
14.56519       516.6951        19.4090
14.56619       518.8052        19.5018
14.56719       512.7337        19.3493
14.56819       446.6470        18.0690
14.56919       460.5622        18.3601
14.57019       479.9226        18.7895
14.57119       423.8180        17.6535
14.57219       403.1180        17.1418
14.57319       401.0074        17.1053
14.57419       364.7727        16.2875
14.57519       378.6549        16.6659
14.57619       374.7829        16.5052
14.57719       331.9132        15.5435
14.57819       311.1155        15.0371
14.57919       312.8010        15.1102
14.58019       346.6193        15.8962
14.58119       319.8108        15.2343
14.58219       304.7143        14.8278
14.58319       325.2321        15.3341
14.58419       309.7038        14.9548
14.58518       287.2898        14.5227
14.58618       289.6289        14.5468
14.58718       279.7392        14.2446
14.58818       255.7257        13.6146
14.58918       234.9526        13.1296
14.59018       222.6696        12.7503
14.59118       223.9070        12.7965
14.59218       233.8321        13.0475
14.59318       208.7030        12.3250
14.59418       219.7188        12.6061
14.59518       184.9775        11.6014
14.59618       207.2457        12.2741
14.59718       196.5447        11.9949
14.59818       176.9176        11.3757
14.59918       186.8459        11.6463
14.60018       172.6632        11.2074
14.60118       168.0417        11.0529
14.60218       162.3740        10.8493
14.60318       175.7749        11.2892
14.60418       173.8587        11.2038
14.60518       165.3798        11.0416
14.60618       174.8781        11.3404
14.60718       150.7436        10.5386
14.60818       149.1460        10.4399
14.60918       167.7699        11.0627
14.61018       159.7846        10.8038
14.61118       177.6860        11.3864
14.61218       170.2909        11.0878
14.61318       139.2901        10.0871
14.61418       142.7721        10.1872
14.61518       160.8348        10.8030
14.61618       169.3860        11.1369
14.61718       146.8610        10.3721
14.61818       130.6773         9.7351
14.61918       142.2459        10.1274
14.62018       153.4892        10.6241
14.62118       140.8767        10.1345
14.62218       145.2681        10.2394
14.62318       123.3898         9.4609
14.62418       140.4283        10.0606
14.62518       141.8827        10.1443
14.62618       152.7938        10.5008
14.62718       148.7022        10.3480
14.62818       150.1962        10.4570
14.62918       130.1715         9.7804
14.63018       143.7525        10.2287
14.63118       140.4977        10.0633
14.63218       139.1373        10.0567
14.63318       128.1135         9.6661
14.63418       136.8508         9.9482
14.63518       140.5625        10.1416
14.63618       125.5989         9.5573
14.63718       137.5377         9.9514
14.63818       133.1193         9.8651
14.63918       124.1025         9.5040
14.64018       124.0904         9.4624
14.64118       132.1024         9.7727
14.64218       140.0376        10.1013
14.64318       120.2501         9.3202
14.64418       123.0811         9.4426
14.64518       136.6120         9.8993
14.64618       136.5691        10.0230
14.64718       129.1188         9.7121
14.64818       106.5671         8.7860
14.64918       112.8113         9.0337
14.65018       120.3189         9.3422
14.65118       117.2851         9.2464
14.65218       111.8738         9.0346
14.65318       106.6195         8.7474
14.65418       121.5934         9.4095
14.65518       135.5669         9.9508
14.65618       118.6264         9.2640
14.65718       119.9517         9.3046
14.65818       116.6924         9.2116
14.65918       114.5568         9.1309
14.66018       115.1314         9.1039
14.66118       112.5073         8.9453
14.66218       115.4510         9.1615
14.66317       115.1827         9.1890
14.66417       115.3146         9.1343
14.66517       120.2309         9.2840
14.66617       130.7701         9.7548
14.66717       133.9320         9.8987
14.66817       112.9965         9.0552
14.66917       122.4806         9.4503
14.67017       115.7713         9.1919
14.67117       119.2426         9.3352
14.67217       112.3299         9.0055
14.67317       119.3389         9.3260
14.67417       116.1556         9.2363
14.67517       106.1542         8.8069
14.67617        97.6914         8.3664
14.67717       104.5072         8.6936
14.67817       108.6710         8.9053
14.67917       121.0274         9.3961
14.68017       112.5624         9.0319
14.68117       117.2450         9.1913
14.68217       117.8371         9.2927
14.68317       112.0416         9.0535
14.68417       101.6929         8.5785
14.68517       109.1688         8.8954
14.68617       118.6575         9.2895
14.68717       119.9104         9.2911
14.68817       121.5385         9.3990
14.68917       117.2529         9.2943
14.69017       108.8292         8.8793
14.69117        93.9995         8.2456
14.69217       113.2423         9.0990
14.69317       124.2476         9.4752
14.69417       127.2684         9.6193
14.69517       111.2672         8.9999
14.69617       112.3606         9.0650
14.69717       122.9630         9.4325
14.69817       105.5116         8.7508
14.69917       106.2593         8.7623
14.70017       113.9557         9.0730
14.70117       111.8756         9.0657
14.70217       112.9613         9.0326
14.70317       112.3552         9.0328
14.70417       109.1225         8.9387
14.70517       106.4250         8.7978
14.70617       109.9406         8.9598
14.70717       104.6816         8.7339
14.70817        98.2680         8.4630
14.70917       103.4691         8.6948
14.71017       112.5604         9.0541
14.71117       108.7773         8.9054
14.71217       115.7145         9.1600
14.71317       110.6475         8.9625
14.71417       102.9793         8.6218
14.71517       108.0193         8.8315
14.71617       112.2837         8.9967
14.71717       106.3465         8.7236
14.71817       104.0939         8.7614
14.71917       115.1435         9.1698
14.72017       111.0916         8.9522
14.72117       110.9408         8.9427
14.72217       105.5201         8.7640
14.72317        98.8638         8.4998
14.72417        94.7596         8.3339
14.72517        96.8364         8.3880
14.72617        97.9608         8.4314
14.72717       111.2482         9.0283
14.72817       108.9615         8.8922
14.72917       106.5346         8.7653
14.73017       107.3060         8.8413
14.73117       104.1998         8.6756
14.73217        90.1253         8.1070
14.73317       102.0767         8.6564
14.73417       109.0116         8.9011
14.73517       100.4122         8.5041
14.73617        92.7023         8.1866
14.73717        95.2642         8.2680
14.73817       101.5126         8.5860
14.73917       102.1999         8.6100
14.74016       110.9378         9.0120
14.74116       100.7329         8.5617
14.74216        92.8968         8.1957
14.74316       105.6019         8.7657
14.74416       105.1463         8.7421
14.74516       100.3362         8.5386
14.74616       106.1095         8.7747
14.74716       107.7864         8.8487
14.74816        92.4065         8.2015
14.74916       106.5920         8.8706
14.75016       106.1189         8.8282
14.75116       108.9213         8.9190
14.75216       108.1132         8.8400
14.75316       103.8700         8.7073
14.75416        98.1904         8.4073
14.75516        95.6448         8.3414
14.75616        91.6421         8.1656
14.75716        99.0538         8.4986
14.75816       101.6822         8.6120
14.75916        93.7124         8.2663
14.76016       102.3667         8.5813
14.76116       113.8223         9.0823
14.76216       110.7586         8.9251
14.76316        86.6632         7.9090
14.76416       101.1895         8.5371
14.76516       106.9174         8.7700
14.76616       100.7619         8.5381
14.76716       108.0646         8.8786
14.76816       105.4022         8.7439
14.76916        99.7203         8.5066
14.77016        92.5581         8.1714
14.77116        97.7109         8.3688
14.77216       102.3192         8.5800
14.77316       106.9547         8.7812
14.77416       104.7821         8.6272
14.77516       109.4301         8.9142
14.77616       106.5114         8.8077
14.77716       115.1942         9.1956
14.77816        98.3628         8.4290
14.77916        98.7377         8.4869
14.78016        94.0652         8.2413
14.78116       102.9985         8.6143
14.78216        89.1662         8.0597
14.78316        86.2430         7.8797
14.78416        98.1835         8.4204
14.78516        97.9249         8.3544
14.78616       101.4104         8.4910
14.78716       106.6058         8.7665
14.78816        99.6251         8.4612
14.78916       118.4474         9.2643
14.79016       105.9717         8.7602
14.79116       111.3811         8.9850
14.79216       104.6209         8.7252
14.79316        95.4177         8.2981
14.79416        90.4898         8.0627
14.79516       110.3223         8.9233
14.79616       107.9784         8.9202
14.79716       109.5791         8.9812
14.79816       102.5428         8.5917
14.79916        94.5810         8.2556
14.80016        96.8280         8.3954
14.80116        96.0375         8.3631
14.80216        94.5619         8.2596
14.80316       106.8587         8.7951
14.80416       103.3537         8.6846
14.80516       101.6097         8.6134
14.80616       109.1046         8.9057
14.80716        98.7709         8.4433
14.80816       110.4629         8.9215
14.80916       106.2142         8.7411
14.81016        95.4466         8.2883
14.81116       100.8659         8.5646
14.81216       114.1025         9.1018
14.81316        99.6795         8.4840
14.81416       104.0396         8.6721
14.81516       111.3175         9.0033
14.81616        96.6889         8.3678
14.81716        92.0839         8.1728
14.81815        92.1123         8.1893
14.81915        84.3593         7.8799
14.82015        97.1393         8.4610
14.82115        92.5037         8.2438
14.82215        92.5478         8.2287
14.82315        99.1721         8.5224
14.82415        93.7526         8.2266
14.82515        92.9119         8.1957
14.82615        93.0556         8.2154
14.82715        96.1392         8.3618
14.82815        97.0358         8.3766
14.82915        99.6060         8.4718
14.83015        91.6852         8.1330
14.83115       108.1789         8.8413
14.83215       105.2787         8.7569
14.83315        97.9282         8.3720
14.83415        97.7239         8.3697
14.83515        94.6332         8.2728
14.83615        95.0336         8.2451
14.83715        94.1007         8.2574
14.83815        98.6323         8.4439
14.83915        93.5042         8.1882
