XYDATA
! 11BM APS Si SRM 640d
! File no. =              6098 
! No. steps =             34500 
! Scan time =             AUG 15, 2014 21:05
! Sample name =     	  NIST SRM 640d (Si)
! Composition =           Silicon (Si)
! Sample Comment =        0.8 mm dia Kapton
! Temp (K) =              295.6 
! 2theta step (deg) =     0.001 
! Time per step (sec) =   0.1 
! 100/Ring Current[0] =   1.004  
! Monitor I0 [0] =        86940.6  
! Monitor I1 [0] =        71229.8  
! Gonio._radius [mm] =    1000.0 
! Calibration file =      11bmb_6097_2thcorr.calib 
! 2Theta correction subtracted 
! Normalization factor  = 7.8467 
! Calibrated wavelength = 0.413848 
! Fullprof format INSTRM=10 (x, y, sigma)
INTER 1.0 1.0  2 0.00100
! ---------------------------------------
! degrees       intensity        sigma
26.86560       104.3135         8.3388
26.86660       101.7630         8.2655
26.86760       101.6452         8.2536
26.86860       108.6945         8.5104
26.86960       107.0371         8.4841
26.87060       114.4149         8.7891
26.87160       116.9468         8.8486
26.87260       115.5099         8.7498
26.87360       111.5048         8.5859
26.87460       110.7809         8.6027
26.87560       106.8199         8.4391
26.87660       105.9610         8.3788
26.87760       111.7385         8.6038
26.87860       104.3627         8.3158
26.87960       108.6158         8.5939
26.88060       111.4637         8.6241
26.88160       103.6098         8.3254
26.88260        97.4407         8.0301
26.88360       105.0055         8.3918
26.88460       106.8724         8.4467
26.88560       112.1369         8.6788
26.88660       104.9274         8.3484
26.88760        95.4905         7.9697
26.88860        90.3660         7.7715
26.88960       108.6534         8.5274
26.89060       103.1883         8.2831
26.89160       107.0062         8.5155
26.89260       103.5738         8.3543
26.89360       106.0649         8.4003
26.89460        95.8620         7.9431
26.89560        91.1060         7.8062
26.89660       105.5001         8.3464
26.89760       111.1150         8.6735
26.89860       105.5559         8.4167
26.89960       113.3052         8.7261
26.90060       108.7571         8.5652
26.90160       105.1248         8.3638
26.90260        98.0417         8.0353
26.90360       111.9550         8.6501
26.90460       110.4091         8.5890
26.90560       107.4879         8.4290
26.90660        97.8721         7.9455
26.90760        99.8613         8.1619
26.90860        97.5184         8.0439
26.90960       105.9347         8.4749
26.91060       111.7384         8.6430
26.91160       114.2331         8.7169
26.91260       114.0092         8.7265
26.91360       118.2238         8.9099
26.91460       111.8857         8.5993
26.91560       103.1422         8.1999
26.91660       108.1522         8.4277
26.91760       117.1362         8.8318
26.91860       105.9094         8.4522
26.91960       118.5846         8.9359
26.92060       103.0711         8.3049
26.92160       107.4176         8.3883
26.92260       104.9619         8.3235
26.92359       108.7019         8.4954
26.92459        88.3988         7.7280
26.92559        96.3743         7.9998
26.92659       106.8567         8.4268
26.92759       106.2703         8.4575
26.92859        98.8468         8.0629
26.92959       101.5548         8.1864
26.93059       110.6178         8.5673
26.93159       113.0301         8.6326
26.93259       116.8413         8.8147
26.93359       118.8723         8.9001
26.93459       111.0329         8.6155
26.93559       101.2556         8.2495
26.93659       109.0600         8.5680
26.93759       111.1281         8.6152
26.93859       120.4545         8.9734
26.93959       119.0097         8.9109
26.94059       103.5859         8.3000
26.94159        99.9837         8.2275
26.94259       104.9460         8.3482
26.94359        95.1719         7.9654
26.94459       102.3254         8.2770
26.94559       104.9853         8.4091
26.94659        93.4610         7.8685
26.94759        98.5587         8.1113
26.94859       100.3466         8.1572
26.94959        99.5220         8.1549
26.95059       109.4730         8.4891
26.95159        98.8671         8.0844
26.95259        86.8221         7.5288
26.95359       105.6243         8.3508
26.95459       116.7806         8.8594
26.95559       105.9891         8.3948
26.95659       116.4317         8.7909
26.95759        98.6161         8.0415
26.95859        94.6499         7.9036
26.95959        99.3120         8.0921
26.96059       106.9400         8.4454
26.96159       116.0275         8.7953
26.96259       114.3352         8.7449
26.96359        97.9129         8.1029
26.96459        94.4581         7.9348
26.96559        89.9360         7.7312
26.96659       100.4341         8.2348
26.96759       104.9960         8.4219
26.96859       107.8147         8.4960
26.96959       118.1767         8.8944
26.97059        92.7513         7.7965
26.97159        94.6929         7.9902
26.97259       102.4152         8.2595
26.97359       104.9343         8.3777
26.97459       108.2362         8.5221
26.97559       106.3890         8.4144
26.97659       103.0824         8.2768
26.97759       109.9715         8.5196
26.97859       102.8329         8.2648
26.97959       111.7540         8.6257
26.98059       106.3064         8.4180
26.98159       102.3029         8.2220
26.98259       105.7061         8.3128
26.98359       106.7356         8.4532
26.98459       114.6617         8.7476
26.98559       104.5401         8.3487
26.98659       113.2433         8.6604
26.98759       120.5181         8.9914
26.98859       114.3555         8.7805
26.98959       111.9155         8.6639
26.99059       113.9051         8.7268
26.99159       115.4552         8.7426
26.99259       104.7195         8.3898
26.99359        99.0179         8.1225
26.99459       103.3229         8.3484
26.99559       108.0491         8.4978
26.99659       109.6530         8.5590
26.99759       103.6425         8.3395
26.99859       108.2392         8.4653
26.99959        99.2130         8.1079
27.00059       102.3528         8.2439
27.00158       107.5413         8.4331
27.00258       100.1691         8.1639
27.00358       100.5289         8.1877
27.00458       103.7452         8.3242
27.00558       108.9335         8.5555
27.00658       104.2724         8.3845
27.00758        98.9800         8.0602
27.00858        94.1367         7.8966
27.00958       103.9213         8.3094
27.01058       114.4568         8.7641
27.01158        98.9763         8.0921
27.01258       104.3813         8.3717
27.01358        92.5813         7.8401
27.01458       100.7310         8.1475
27.01558        95.5845         7.9743
27.01658        95.5763         7.9910
27.01758       103.2483         8.2717
27.01858       104.9247         8.3730
27.01958       109.7455         8.5274
27.02058       101.4709         8.1830
27.02158       122.1602         8.9810
27.02258       104.5471         8.2770
27.02358       102.1004         8.2999
27.02458       101.0573         8.2302
27.02558       108.0447         8.4744
27.02658        99.5630         8.1453
27.02758       107.2719         8.4432
27.02858       100.7702         8.1889
27.02958        96.1688         8.0339
27.03058       101.5375         8.2515
27.03158       102.8013         8.2703
27.03258        99.4149         8.1484
27.03358       101.9950         8.2209
27.03458       104.7843         8.3651
27.03558       103.4433         8.3388
27.03658       110.5278         8.5604
27.03758        98.3316         8.0832
27.03858        86.4141         7.5611
27.03958       100.3897         8.1753
27.04058       101.4267         8.1771
27.04158       105.5619         8.3711
27.04258       108.3507         8.4922
27.04358       113.2998         8.6470
27.04458        92.3181         7.8105
27.04558       103.7581         8.3189
27.04658        96.8016         8.0251
27.04758       102.6236         8.2939
27.04858       106.1671         8.4346
27.04958       119.9432         8.9293
27.05058       106.5685         8.4057
27.05158       110.2086         8.5596
27.05258       114.1378         8.6753
27.05358       102.0419         8.2296
27.05458        98.6886         8.0701
27.05558       100.7065         8.2129
27.05658       100.0481         8.1517
27.05758       110.3829         8.5382
27.05858       108.2161         8.5161
27.05958       110.1870         8.5752
27.06058       117.2325         8.8668
27.06158       105.5248         8.4433
27.06258       102.6778         8.2515
27.06358       105.6923         8.3987
27.06458       116.3910         8.8294
27.06558        96.1685         7.9775
27.06658        99.3579         8.0839
27.06758       106.0595         8.3985
27.06858       102.8039         8.2622
27.06958       107.2503         8.4828
27.07058       103.5032         8.3773
27.07158       103.4370         8.2517
27.07258        93.3666         7.8630
27.07358        84.5561         7.4944
27.07458       101.8491         8.2220
27.07558       115.4589         8.7880
27.07658       112.2879         8.6507
27.07758       115.9593         8.8060
27.07857       103.9944         8.3649
27.07957        98.7495         8.1054
27.08057        98.3650         8.0939
27.08157        99.7243         8.1347
27.08257       101.9848         8.2343
27.08357       111.3382         8.6238
27.08457       111.7864         8.6604
27.08557       121.2013         8.9603
27.08657       109.4833         8.5992
27.08757       103.6259         8.2920
27.08857       105.9078         8.3685
27.08957        88.6222         7.6529
27.09057       102.6773         8.2335
27.09157       100.8061         8.2397
27.09257        96.6135         8.0256
27.09357       102.6159         8.2294
27.09457       109.6212         8.4436
27.09557        95.4640         7.9770
27.09657        99.2949         8.1053
27.09757       100.3216         8.2020
27.09857       104.1971         8.3584
27.09957       113.7459         8.7130
27.10057       104.9588         8.3540
27.10157       110.8356         8.6371
27.10257       102.4582         8.2907
27.10357       101.4979         8.1683
27.10457       111.3179         8.6178
27.10557        97.5621         8.1073
27.10657       107.1069         8.4471
27.10757       100.9982         8.2413
27.10857       107.3421         8.4714
27.10957       106.8334         8.4449
27.11057       103.1865         8.2936
27.11157        97.9869         8.0540
27.11257       107.0505         8.4694
27.11357       104.2730         8.3825
27.11457       106.9844         8.4560
27.11557       110.6911         8.6136
27.11657       106.0967         8.3946
27.11757       114.1123         8.6936
27.11857       104.2693         8.2776
27.11957        98.8042         8.0892
27.12057       109.1768         8.5273
27.12157        93.1688         7.8844
27.12257        97.2903         8.0789
27.12357       103.8356         8.3165
27.12457       102.0208         8.2275
27.12557       101.1735         8.1930
27.12657        93.7627         7.9385
27.12757       102.5682         8.2529
27.12857       100.8370         8.1628
27.12957        99.0210         8.1155
27.13057       103.5021         8.2555
27.13157       100.3908         8.1653
27.13257       108.1473         8.4923
27.13357        94.4863         7.9639
27.13457        94.2845         7.9318
27.13557        94.7498         7.9494
27.13657       102.8147         8.2708
27.13757       116.2861         8.8133
27.13857       115.5005         8.7547
27.13957       107.8017         8.4792
27.14057       100.5998         8.2068
27.14157       103.5784         8.3457
27.14257       113.9838         8.6988
27.14357       118.1626         8.9084
27.14457       110.0925         8.5520
27.14557       102.1427         8.2117
27.14657       121.2936         8.9739
27.14757       113.7180         8.7037
27.14857        98.3009         8.0308
27.14957        89.0513         7.6651
27.15057        95.3508         7.9376
27.15157       111.9659         8.5762
27.15257       110.2225         8.5417
27.15357       108.4727         8.5311
27.15457       109.1138         8.5738
27.15557       103.1899         8.3459
27.15656       105.3815         8.4022
27.15756        89.5925         7.6827
27.15856       102.2095         8.2128
27.15956       113.4337         8.6936
27.16056       103.1293         8.2817
27.16156        91.5623         7.8133
27.16256       103.6164         8.2953
27.16356       117.1483         8.8202
27.16456       101.6351         8.2361
27.16556       100.1013         8.1490
27.16656       110.7309         8.5647
27.16756       107.1571         8.4363
27.16856       117.2865         8.8503
27.16956       100.9205         8.2277
27.17056       102.7360         8.2883
27.17156       105.2214         8.3357
27.17256       109.8488         8.5742
27.17356       113.4250         8.7319
27.17456        96.0723         8.0944
27.17556        91.6690         7.8439
27.17656       106.3499         8.4081
27.17756        98.6316         8.0867
27.17856       102.0807         8.2723
27.17956       106.1200         8.4469
27.18056       104.2799         8.3156
27.18156       104.8610         8.3672
27.18256       100.9844         8.1861
27.18356       115.2236         8.7769
27.18456       100.3679         8.1495
27.18556       103.5867         8.3071
27.18656       100.8577         8.2243
27.18756       112.7729         8.6939
27.18856       103.2321         8.2848
27.18956        96.4219         8.0478
27.19056       107.4037         8.4840
27.19156       110.6873         8.6003
27.19256       109.9135         8.5450
27.19356        98.3852         8.0756
27.19456       103.5874         8.2508
27.19556       102.4901         8.2725
27.19656        95.2584         7.9346
27.19756        95.7297         7.9693
27.19856        93.7698         7.9105
27.19956       102.6296         8.2654
27.20056       103.0618         8.3018
27.20156       101.5592         8.2250
27.20256        96.6813         7.9878
27.20356        99.4100         8.0689
27.20456        98.1855         8.0672
27.20556       101.9622         8.2598
27.20656       106.3017         8.4253
27.20756        96.9550         8.0507
27.20856       107.0969         8.4488
27.20956        94.7764         7.9614
27.21056        96.9987         8.0793
27.21156        94.9668         7.9098
27.21256        92.8136         7.8574
27.21356       107.5152         8.4671
27.21456       103.1826         8.2926
27.21556       100.2832         8.2169
27.21656        85.2333         7.5632
27.21756       109.8401         8.5301
27.21856       111.2324         8.5819
27.21956        96.3348         7.9804
27.22056        92.6793         7.8269
27.22156       102.1741         8.2366
27.22256       119.8716         8.9394
27.22356       115.7906         8.8294
27.22456       108.3234         8.5439
27.22556       100.5402         8.1577
27.22656        96.4082         8.0190
27.22756       113.6006         8.7534
27.22856       106.0203         8.3897
27.22956       113.8459         8.7049
27.23056       106.7770         8.4755
27.23156       103.0053         8.2909
27.23256       106.5633         8.4100
27.23356       108.5050         8.4846
27.23455        97.5611         8.0690
27.23555        94.7439         7.9718
27.23655       107.6228         8.4609
27.23755        94.9985         7.9534
27.23855       104.9890         8.3774
27.23955       108.8618         8.4699
27.24055       109.9600         8.6027
27.24155        96.0313         7.9899
27.24255       104.0504         8.3335
27.24355       110.3853         8.6343
27.24455       106.9235         8.4758
27.24555       103.7915         8.3272
27.24655       100.3689         8.1935
27.24755       100.6772         8.1774
27.24855        96.5052         8.0221
27.24955        92.5947         7.8535
27.25055        98.0802         8.0876
27.25155        98.6966         8.0743
27.25255        94.2156         7.9156
27.25355        95.4678         7.9393
27.25455       117.9698         8.8316
27.25555        97.2862         8.0422
27.25655       111.4881         8.6043
27.25755        99.8931         8.1677
27.25855       113.6928         8.6692
27.25955       104.9785         8.3979
27.26055       106.1377         8.4291
27.26155       103.8260         8.3727
27.26255       102.1420         8.2737
27.26355        95.8246         7.9553
27.26455       103.3176         8.2948
27.26555        96.4211         8.0044
27.26655        89.8421         7.7073
27.26755        96.5033         8.0652
27.26855        94.2793         7.8984
27.26955        95.6011         7.9687
27.27055       106.8911         8.3930
27.27155       118.3478         8.9125
27.27255       105.3382         8.3986
27.27355       108.6858         8.5555
27.27455        99.6150         8.1104
27.27555        99.5405         8.0649
27.27655        94.5539         7.9253
27.27755        95.0531         7.8750
27.27855        93.3367         7.8667
27.27955       102.5695         8.2445
27.28055       110.8242         8.5686
27.28155       103.1610         8.2979
27.28255       105.8064         8.4259
27.28355       106.8283         8.4331
27.28455       110.2848         8.5874
27.28555       103.0530         8.2904
27.28655        94.0134         7.9253
27.28755        95.9078         7.9727
27.28855        97.4478         8.0233
27.28955        90.9838         7.7828
27.29055        95.3692         8.0045
27.29155       110.5238         8.6203
27.29255        99.9931         8.2186
27.29355        99.8671         8.1297
27.29455        95.5320         7.9661
27.29555       100.3430         8.1845
27.29655       107.5365         8.4853
27.29755        99.8331         8.1335
27.29855       108.5243         8.5200
27.29955       100.3727         8.1848
27.30055        98.1135         8.0662
27.30155       105.8214         8.4170
27.30255        94.7358         7.9311
27.30355       112.2345         8.6325
27.30455       113.0160         8.6919
27.30555       102.9050         8.3300
27.30655       111.8917         8.6876
27.30755       111.2678         8.6016
27.30855       104.0862         8.3758
27.30955       112.1412         8.6443
27.31055       105.8462         8.4129
27.31154       113.6875         8.6784
27.31254        96.6645         8.0356
27.31354        95.4722         7.9872
27.31454        97.3714         8.0805
27.31554       104.3094         8.3473
27.31654       100.2456         8.1742
27.31754        95.9192         7.9724
27.31854       107.3928         8.4374
27.31954       109.1060         8.5576
27.32054       108.1957         8.5276
27.32154       100.3088         8.1416
27.32254       108.4413         8.4493
27.32354       104.3111         8.3392
27.32454       108.2731         8.4400
27.32554       105.3642         8.3084
27.32654        98.4615         8.0759
27.32754        98.4412         8.1083
27.32854        98.7229         8.1066
27.32954       104.3968         8.3742
27.33054       116.0117         8.8346
27.33154       106.3225         8.3958
27.33254        98.5259         8.0886
27.33354       104.1944         8.3503
27.33454       104.9762         8.3506
27.33554        99.6512         8.1818
27.33654       101.5277         8.2133
27.33754       118.0826         8.8524
27.33854       115.2834         8.8141
27.33954       106.9404         8.4373
27.34054       101.1811         8.1698
27.34154        99.3539         8.1199
27.34254       100.1223         8.1196
27.34354       102.4992         8.2678
27.34454       101.4569         8.1969
27.34554       112.3054         8.6252
27.34654       108.9714         8.5125
27.34754       108.6120         8.5065
27.34854       100.8616         8.1627
27.34954       102.5294         8.2180
27.35054        98.5622         8.0429
27.35154       108.3789         8.4934
27.35254        98.0172         8.0836
27.35354       107.9035         8.4213
27.35454       101.1636         8.1672
27.35554       110.4627         8.5566
27.35654       111.3255         8.5739
27.35754       109.4845         8.5078
27.35854       107.1981         8.4014
27.35954       108.6613         8.4581
27.36054        98.0831         8.0662
27.36154       100.2566         8.1657
27.36254       106.5319         8.4132
27.36354       110.9770         8.5945
27.36454       114.7033         8.7383
27.36554        98.2465         8.0509
27.36654       113.7531         8.6963
27.36754       108.3646         8.5002
27.36854       117.9400         8.8612
27.36954       101.2682         8.2157
27.37054        97.6203         8.0591
27.37154        99.9509         8.1180
27.37254        94.6757         7.9126
27.37354       101.5309         8.1629
27.37454       111.7831         8.5914
27.37554       101.7757         8.2422
27.37654        87.7091         7.6645
27.37754       101.2442         8.2285
27.37854        98.6217         8.1598
27.37954       113.5399         8.7096
27.38054        93.6243         7.9073
27.38154       113.3340         8.6723
27.38254       108.5357         8.5476
27.38354       102.8914         8.2307
27.38454       105.7967         8.3597
27.38554       104.0440         8.3578
27.38654       106.9614         8.4500
27.38754       101.1021         8.1941
27.38854       107.1614         8.4143
27.38953        98.5130         8.0753
27.39053       105.3089         8.3724
27.39153        95.2349         7.9667
27.39253       116.7231         8.8197
27.39353       100.3174         8.1763
27.39453       104.8403         8.3477
27.39553       114.4939         8.7381
27.39653        97.9229         8.0884
27.39753        91.7279         7.7634
27.39853       112.0087         8.6215
27.39953       110.2891         8.5857
27.40053       102.7117         8.2461
27.40153       105.0336         8.3680
27.40253        91.7067         7.8648
27.40353       104.2213         8.3516
27.40453       108.4338         8.4912
27.40553       108.0203         8.5081
27.40653       106.4835         8.4181
27.40753        98.4021         8.1339
27.40853       100.4666         8.2165
27.40953       114.3909         8.7459
27.41053       111.7613         8.6267
27.41153       104.2336         8.3793
27.41253        89.0133         7.6964
27.41353        92.2046         7.7874
27.41453       101.4789         8.1874
27.41553        99.6251         8.1502
27.41653       100.7607         8.1805
27.41753       105.0990         8.3964
27.41853       107.3214         8.4475
27.41953        99.6796         8.1469
27.42053       103.8161         8.3661
27.42153       118.5400         8.8593
27.42253       113.3355         8.6750
27.42353       105.2951         8.3564
27.42453        94.7464         7.9353
27.42553       107.1236         8.4563
27.42653       109.6126         8.5253
27.42753        99.9216         8.1875
27.42853       100.0960         8.1701
27.42953       100.4736         8.1420
27.43053       104.1266         8.3172
27.43153       104.5737         8.3540
27.43253       112.4200         8.6910
27.43353       117.5772         8.8755
27.43453       111.5681         8.6174
27.43553        96.8407         8.0261
27.43653        97.7715         8.0862
27.43753        98.7515         8.1504
27.43853        97.2576         7.9979
27.43953       113.2307         8.7315
27.44053       100.6407         8.1968
27.44153        94.1010         7.9284
27.44253       103.9673         8.3127
27.44353       110.1855         8.5718
27.44453       111.7355         8.6128
27.44553       111.5922         8.5946
27.44653       100.9194         8.2010
27.44753       106.0393         8.3883
27.44853        99.8656         8.1122
27.44953       107.5346         8.4085
27.45053       112.7298         8.6965
27.45153       110.9856         8.5558
27.45253       114.5456         8.7256
27.45353        96.4278         8.0082
27.45453        93.2000         7.8530
27.45553       100.4016         8.1719
27.45653       103.2083         8.3330
27.45753        94.1445         7.8831
27.45853       107.2938         8.4181
27.45953       100.6117         8.1832
27.46053       104.7335         8.3344
27.46153       108.2571         8.5284
27.46253       112.3649         8.6583
27.46353       106.0174         8.3749
27.46453        99.7112         8.1177
27.46553        87.7719         7.6024
27.46652        95.0291         7.9363
27.46752       106.5954         8.4186
27.46852       105.3663         8.3316
27.46952        93.0853         7.8879
27.47052        96.5774         8.0598
27.47152       101.1387         8.2040
27.47252       108.5440         8.5301
27.47352        99.1937         8.1678
27.47452       112.5686         8.7103
27.47552       110.0649         8.5606
27.47652       104.7624         8.3113
27.47752       102.3248         8.2485
27.47852       111.6138         8.6516
27.47952       101.4381         8.2360
27.48052        93.8213         7.9215
27.48152       104.1050         8.2885
27.48252       104.5966         8.2896
27.48352       110.6403         8.5504
27.48452       106.7192         8.3956
27.48552       119.2607         8.9235
27.48652       103.9819         8.3040
27.48752        94.9931         7.9380
27.48852       101.8863         8.2414
27.48952       101.0561         8.2028
27.49052       104.3153         8.3504
27.49152       102.5109         8.2937
27.49252       107.9888         8.4781
27.49352       103.6515         8.2861
27.49452       112.3399         8.6121
27.49552       103.6824         8.2541
27.49652       104.8795         8.3328
27.49752       112.3643         8.7140
27.49852       100.8417         8.2433
27.49952       108.3810         8.4996
27.50052       120.2354         8.9411
27.50152       107.8877         8.4826
27.50252       114.4048         8.7516
27.50352       115.5869         8.7489
27.50452       104.4812         8.3299
27.50552        98.3889         8.0604
27.50652        91.3924         7.7782
27.50752       102.5057         8.2927
27.50852       104.6052         8.3416
27.50952       116.6351         8.8280
27.51052       113.7642         8.7003
27.51152       106.4811         8.3923
27.51252       112.0302         8.6342
27.51352       107.3809         8.4637
27.51452       102.0730         8.2559
27.51552       105.0382         8.3320
27.51652        96.1147         7.9803
27.51752       100.8681         8.1828
27.51852       102.5555         8.2473
27.51952       110.8212         8.5682
27.52052        96.5904         7.9805
27.52152       104.5156         8.3217
27.52252       109.0037         8.5316
27.52352        88.8050         7.6856
27.52452        92.9859         7.8229
27.52552        95.6288         7.9506
27.52652       102.9546         8.2726
27.52752       103.4907         8.3192
27.52852       121.0080         8.9463
27.52952       116.8470         8.8256
27.53052       116.8656         8.8346
27.53152       108.7932         8.4964
27.53252       110.2226         8.5832
27.53352       112.4916         8.6991
27.53452       113.4481         8.7141
27.53552       111.4993         8.6485
27.53652       110.9307         8.6145
27.53752       110.3795         8.6342
27.53852       113.4766         8.6731
27.53952       109.3137         8.5421
27.54052       103.5169         8.2492
27.54152       104.8325         8.3383
27.54252       104.2099         8.3693
27.54352        90.5761         7.7559
27.54451        88.7129         7.6644
27.54551       103.5008         8.2601
27.54651       120.2120         8.9513
27.54751       109.4449         8.5656
27.54851        96.3410         8.0143
27.54951       102.5715         8.2518
27.55051       100.4615         8.1622
27.55151       115.7411         8.8260
27.55251       120.8058         8.9726
27.55351       106.1908         8.4271
27.55451       112.6666         8.6593
27.55551       112.8891         8.6878
27.55651       117.3300         8.8392
27.55751        96.6292         8.0297
27.55851       102.2470         8.2631
27.55951       109.3687         8.5417
27.56051       107.9362         8.4972
27.56151       112.7068         8.6934
27.56251       117.0639         8.8651
27.56351       102.2502         8.2622
27.56451       100.0345         8.2030
27.56551       121.5564         8.9988
27.56651       115.1534         8.7602
27.56751       103.5902         8.3083
27.56851       105.6535         8.3623
27.56951       118.5426         8.9031
27.57051       106.8270         8.5059
27.57151       109.1921         8.5994
27.57251       116.7463         8.8407
27.57351       117.0912         8.8578
27.57451       112.8621         8.6629
27.57551        93.7405         7.8815
27.57651       100.3269         8.1563
27.57751       106.8863         8.3569
27.57851       108.8581         8.4257
27.57951       110.1115         8.5038
27.58051       110.9927         8.6315
27.58151       115.4199         8.7889
27.58251       113.6721         8.7209
27.58351        99.5627         8.1257
27.58451       100.1845         8.1574
27.58551       108.3259         8.4388
27.58651       102.0168         8.2360
27.58751       105.0440         8.3333
27.58851       117.6754         8.8524
27.58951       109.4432         8.5275
27.59051       112.4925         8.6980
27.59151       106.1408         8.4510
27.59251       116.2168         8.7994
27.59351       121.0356         8.9937
27.59451       107.1978         8.4611
27.59551       109.0694         8.4880
27.59651       104.2497         8.3307
27.59751       113.1097         8.6820
27.59851       108.5946         8.4948
27.59951       103.9755         8.3351
27.60051       108.8083         8.5374
27.60151       110.5952         8.6180
27.60251       101.7199         8.2444
27.60351       109.5280         8.5330
27.60451       110.6281         8.5868
27.60551        93.6116         7.8350
27.60651       107.9267         8.4286
27.60751       115.6191         8.8190
27.60851       106.4680         8.4571
27.60951       102.3079         8.2853
27.61051        93.5486         7.9034
27.61151        95.0640         7.9737
27.61251       101.0170         8.1981
27.61351       115.4064         8.7880
27.61451       102.8938         8.2765
27.61551       103.2433         8.2518
27.61651       110.1584         8.5703
27.61751        99.5627         8.1106
27.61851       107.2134         8.4516
27.61951       108.3044         8.4706
27.62051       106.8767         8.3854
27.62151       113.9647         8.7168
27.62250       103.7949         8.3391
27.62350       100.4759         8.1980
27.62450       109.5638         8.5365
27.62550       106.6728         8.4533
27.62650       110.5622         8.5750
27.62750       110.0792         8.5381
27.62850       100.0737         8.1644
27.62950       106.1972         8.3751
27.63050       105.8575         8.3627
27.63150       105.2394         8.3687
27.63250       103.9645         8.3342
27.63350       103.0270         8.2228
27.63450       109.8369         8.4865
27.63550       105.9704         8.3889
27.63650       101.2263         8.2272
27.63750       113.1588         8.6886
27.63850       118.8768         8.9357
27.63950       112.8782         8.7229
27.64050       108.2158         8.4921
27.64150       114.7075         8.7848
27.64250       115.9775         8.8725
27.64350       110.3655         8.6063
27.64450        92.9433         7.8401
27.64550       107.7667         8.4562
27.64650       110.7259         8.5999
27.64750       114.8738         8.7721
27.64850       112.4422         8.6523
27.64950        99.8517         8.1758
27.65050       111.4726         8.6302
27.65150       113.5014         8.7283
27.65250       112.3252         8.6912
27.65350       110.0051         8.5674
27.65450       106.6035         8.4502
27.65550       118.1560         8.8631
27.65650       107.7687         8.4744
27.65750       120.4409         8.9534
27.65850       114.0397         8.6970
27.65950       112.1723         8.6225
27.66050       108.8594         8.5589
27.66150       107.6554         8.4598
27.66250       100.3823         8.1878
27.66350       103.3018         8.3189
27.66450       114.8823         8.7691
27.66550       118.0054         8.8736
27.66650       110.9303         8.5968
27.66750       110.1397         8.5531
27.66850       121.2269         9.0099
27.66950       110.1013         8.5703
27.67050       109.4604         8.5082
27.67150       114.2491         8.6923
27.67250        99.0676         8.0923
27.67350       109.8392         8.5650
27.67450       106.1386         8.4152
27.67550        98.6831         8.1344
27.67650       115.4086         8.8091
27.67750       111.2865         8.6239
27.67850       112.4398         8.7021
27.67950        99.9685         8.1108
27.68050       109.8268         8.5228
27.68150       114.2641         8.7375
27.68250       102.1941         8.3011
27.68350       106.3262         8.4345
27.68450       110.4507         8.6037
27.68550       117.0270         8.8177
27.68650       105.5757         8.4003
27.68750       102.0598         8.2402
27.68850        98.3438         8.1001
27.68950       101.5886         8.2428
27.69050        98.0997         8.0705
27.69150       114.1972         8.6574
27.69250       105.8590         8.4062
27.69350       114.9865         8.7466
27.69450       124.0788         9.0732
27.69550       119.3357         8.9113
27.69650       114.0686         8.7335
27.69750       108.8465         8.5136
27.69850       107.4478         8.4821
27.69949       115.0282         8.7639
27.70049       107.7260         8.5212
27.70149       109.5282         8.6015
27.70249       114.2154         8.7389
27.70349       108.5077         8.4970
27.70449       115.3387         8.7572
27.70549       106.2324         8.3801
27.70649       105.7088         8.3977
27.70749       112.9384         8.6971
27.70849       116.8049         8.8162
27.70949       111.3389         8.5764
27.71049       116.3139         8.7965
27.71149       107.0243         8.4669
27.71249       102.5623         8.2188
27.71349       117.5028         8.8488
27.71449       120.3783         8.9718
27.71549       106.0664         8.4044
27.71649       107.3429         8.4585
27.71749       108.8240         8.5497
27.71849       110.6963         8.5569
27.71949       109.1443         8.5140
27.72049        97.9954         8.0942
27.72149       102.6194         8.2638
27.72249       112.3007         8.6539
27.72349       107.7986         8.4903
27.72449       110.4338         8.6022
27.72549       117.9592         8.8825
27.72649       118.8307         8.9306
27.72749       112.0544         8.6798
27.72849       106.6166         8.4209
27.72949       107.0635         8.4340
27.73049       104.9635         8.3484
27.73149       110.8181         8.5527
27.73249       106.0371         8.3735
27.73349       111.0753         8.6181
27.73449       115.0259         8.7319
27.73549       120.7092         9.0035
27.73649       120.2383         8.9603
27.73749       113.7936         8.7295
27.73849       112.1477         8.6460
27.73949       100.0681         8.1425
27.74049       110.2359         8.5686
27.74149       116.2902         8.8363
27.74249       105.8908         8.3911
27.74349       114.9546         8.7645
27.74449       121.0026         8.9642
27.74549       112.6506         8.6561
27.74649       120.7271         8.8493
27.74749       117.8526         8.7671
27.74849       104.6600         8.2675
27.74949       115.0871         8.7590
27.75049       113.0282         8.7215
27.75149       107.6474         8.4692
27.75249       112.8415         8.6479
27.75349       110.2988         8.5810
27.75449       114.8535         8.7670
27.75549       119.0117         8.9014
27.75649       114.3197         8.7014
27.75749       113.4075         8.6476
27.75849       112.6224         8.6632
27.75949       107.2424         8.4720
27.76049       113.9681         8.6978
27.76149       125.7895         9.1886
27.76249       124.8806         9.1424
27.76349       103.4533         8.2752
27.76449       111.4628         8.6051
27.76549       124.2766         9.1373
27.76649       118.2297         8.9184
27.76749       116.5602         8.8216
27.76849       119.4850         8.9251
27.76949       132.7792         9.4200
27.77049       118.2951         8.8686
27.77149       115.7911         8.7812
