XYDATA
! Title:  From feb10/11bmb_4918.mda processed @ 10-02-26 15:06 
INTER 1.0 1.0 2 0.0010
TEMP 295.0
! Run no. =               4918 
! No. steps =             34000 
! Scan time =             FEB 25, 2010 17:14:00.580709 
! Sample name =           Silicon (Si), NIST SRM 640c
! Chemical formula =      Si
! Start 2theta =          -6.0 
! End 2theta =            28.0 
! 2theta step=            0.001 
! Time per step =         0.1 
! Intensity scale =       5889.56694072 
! Calibration file =      feb10/11bmb_4917.calib 
! Calibrated wavelength = 0.412359 
!  
! 2theta, intensity, sigma(intensity)
1.147000 324.029867 26.261792
1.148000 328.936878 26.529309
1.149000 324.959444 26.296028
1.150000 346.541937 27.167237
1.151000 331.991969 26.618666
1.152000 300.886593 25.249945
1.153000 303.840865 25.402385
1.154000 304.997567 25.548064
1.155000 344.003239 27.020081
1.156000 342.664007 27.067840
1.157000 337.107678 26.894379
1.158000 341.860035 26.987046
1.159000 325.466225 26.316903
1.160000 282.995706 24.524852
1.161000 293.371540 24.995287
1.162000 320.830241 26.185665
1.163000 325.567937 26.361297
1.164000 332.509849 26.664030
1.165000 304.253236 25.493632
1.166000 303.503720 25.510598
1.167000 329.029897 26.559494
1.168000 303.097616 25.461564
1.169000 331.631163 26.641369
1.170000 338.075656 26.868994
1.171000 310.226399 25.774857
1.172000 318.914697 26.095712
1.173000 317.327032 25.978119
1.174000 299.681131 25.274292
1.175000 317.606150 26.066767
1.176000 314.822912 25.989372
1.177000 306.198396 25.594764
1.178000 310.195183 25.741278
1.179000 338.449578 26.850699
1.180000 330.233135 26.540730
1.181000 327.728817 26.437587
1.182000 317.082056 26.046655
1.183000 301.528131 25.305988
1.184000 292.827045 24.971750
1.185000 314.212188 25.808228
1.186000 276.608730 24.205800
1.187000 284.737142 24.634443
1.188000 296.577496 25.153001
1.189000 317.466812 25.966600
1.190000 310.968882 25.726784
1.191000 305.223327 25.560060
1.192000 291.658597 24.982656
1.193000 330.006634 26.522348
1.194000 333.019490 26.691236
1.195000 325.374881 26.442887
1.196000 284.471548 24.697864
