XYDATA
! Title: NAC /nov12/11bmb_1804
! Run no. =               1804 
! No. steps =             54000 
! Scan time =             NOV 29, 2012 18:07:11.025644 
! Sample Comment =        NAC 
! User sample name =      1.5 mm diameter 
! Composition =           Na2Ca3Al2F14
! Temp (K) =              298.0 
! Start 2theta (deg) =    -16.0 
! End 2theta (deg) =      38.0 
! 2theta step (deg) =     0.001 
! Time per step (sec) =   0.1 
! Intensity scale =       9383.82768362 
! Calibration file =      11bmb_1800_2thcorrected.calib 
! 2Theta correction subtracted 
! Calibrated wavelength = 0.413909
! Fullprof format INSTRM=10 (x, y, sigma)
INTER 1.0 1.0  2 0.00100
! ---------------------------------------
! degrees       intensity        sigma
33.41474       355.1331        16.8937
33.41574       350.3644        16.8335
33.41674       343.4751        16.6651
33.41774       364.8076        17.1625
33.41874       380.1475        17.5658
33.41974       358.4594        16.9811
33.42074       351.8917        16.7647
33.42174       370.6824        17.2851
33.42274       359.4412        17.0803
33.42374       386.6912        17.6521
33.42474       377.0682        17.4623
33.42574       373.8778        17.3784
33.42674       372.5890        17.3417
33.42774       403.5932        17.9821
33.42874       383.1279        17.6474
33.42974       366.7605        17.0862
33.43074       381.4607        17.5155
33.43174       390.9489        17.8214
33.43274       366.9932        17.2252
33.43374       347.9903        16.7266
33.43474       361.4728        17.0779
33.43574       355.7898        16.8882
33.43674       384.2847        17.5876
33.43774       374.9815        17.3601
33.43874       377.6587        17.4330
33.43974       386.2477        17.5917
33.44074       384.8216        17.6213
33.44174       368.3246        17.2490
33.44274       390.8165        17.7730
33.44374       374.6069        17.3544
33.44474       353.5953        16.8514
33.44574       372.9041        17.3288
33.44674       361.4765        17.0792
33.44774       381.5249        17.5431
33.44874       399.7392        17.9382
33.44974       382.2612        17.4933
33.45074       385.5627        17.6452
33.45174       371.0622        17.2763
33.45274       365.1128        17.2202
33.45374       369.1927        17.2506
33.45474       369.9682        17.2522
33.45574       373.0112        17.3988
33.45674       394.8609        17.7753
33.45774       343.4818        16.6750
33.45874       368.1698        17.2573
33.45974       383.9451        17.5876
33.46074       386.9252        17.6575
33.46174       371.5077        17.3375
33.46274       394.4481        17.8332
33.46374       390.4920        17.7277
33.46474       394.7413        17.8032
33.46574       375.0826        17.4697
33.46674       390.8333        17.7898
33.46774       348.1284        16.7954
33.46874       365.3673        17.2077
33.46974       347.3488        16.7544
33.47074       352.3889        16.8890
33.47174       380.9759        17.5362
33.47274       380.4138        17.5438
33.47374       367.0072        17.2556
33.47474       377.9488        17.4259
33.47574       371.2936        17.3111
33.47674       394.9309        17.8680
33.47774       363.8599        17.0952
33.47874       366.3816        17.1874
33.47974       392.1952        17.7553
33.48074       372.8178        17.2982
33.48174       383.4800        17.5823
33.48274       377.4605        17.4782
33.48374       400.7604        17.9344
33.48474       370.8791        17.2214
33.48574       370.7745        17.2710
33.48674       365.7797        17.1078
33.48774       396.8070        17.8490
33.48874       374.3730        17.3535
33.48973       380.4593        17.5534
33.49073       399.5115        17.9144
33.49173       411.7456        18.2221
33.49273       377.9459        17.4446
33.49373       397.0071        17.9080
33.49473       408.0656        18.1751
33.49573       372.3096        17.3673
33.49673       375.1272        17.3859
33.49773       381.3701        17.5665
33.49873       445.6052        18.8555
33.49973       409.0624        18.1715
33.50073       405.1675        18.0572
33.50173       416.2424        18.2976
33.50273       426.3381        18.5611
33.50373       426.0378        18.4935
33.50473       436.7057        18.7102
33.50573       467.0433        19.3564
33.50673       494.3349        19.9402
33.50773       517.6608        20.4227
33.50873       605.8562        22.0960
33.50973       658.9917        23.0805
33.51073       738.6518        24.3961
33.51173       859.4932        26.2747
33.51273      1044.5619        29.0501
33.51373      1269.7811        32.0317
33.51473      1594.2396        35.9337
33.51573      1893.3228        39.1414
33.51673      2062.9431        40.8258
33.51773      2059.3039        40.8051
33.51873      1944.2796        39.6350
33.51973      1715.1744        37.2693
33.52073      1513.2907        34.9386
33.52173      1270.5438        31.9944
33.52273       984.2039        28.1870
33.52373       813.8163        25.5917
33.52473       711.5088        23.9390
33.52573       632.2220        22.5981
33.52673       550.6476        21.0992
33.52773       544.1947        20.9128
33.52873       473.7387        19.5723
33.52973       460.3478        19.2928
33.53073       448.1698        19.0412
33.53173       420.3605        18.3571
33.53273       414.2898        18.3492
33.53373       422.9203        18.4627
33.53473       404.2810        18.0711
33.53573       428.4368        18.6466
33.53673       389.9667        17.7180
33.53773       406.2483        18.0772
33.53873       402.3786        17.9874
33.53973       397.3402        17.9443
33.54073       400.2371        17.9959
33.54173       399.3651        17.9689
33.54273       381.5276        17.4762
33.54373       366.3203        17.2290
33.54473       380.6826        17.5208
33.54573       373.9324        17.3750
33.54673       399.2903        17.8865
33.54773       387.5471        17.6888
33.54873       372.8627        17.4190
33.54973       367.3658        17.1874
33.55073       366.3119        17.1751
33.55173       384.2283        17.6357
33.55273       397.0889        17.8809
33.55373       366.7188        17.2425
33.55473       389.6866        17.7221
33.55573       370.9066        17.3088
33.55673       378.7587        17.4506
33.55773       370.8105        17.3124
33.55873       364.3803        17.1359
33.55973       383.0322        17.5861
33.56073       385.7587        17.6856
33.56173       386.3003        17.7061
33.56273       381.4066        17.5861
33.56373       386.0641        17.6611
33.56473       401.6956        18.0615
33.56573       401.6111        17.9483
33.56672       376.2645        17.5037
33.56772       388.0532        17.7875
33.56872       379.1357        17.5796
33.56972       373.4846        17.3859
33.57072       386.3991        17.6648
33.57172       362.7185        17.0773
33.57272       367.4910        17.2480
33.57372       398.9310        17.9821
33.57472       380.4730        17.5306
33.57572       374.8661        17.3550
33.57672       368.0997        17.3139
33.57772       370.9160        17.2575
33.57872       366.2871        17.1968
33.57972       366.7096        17.1973
33.58072       362.9456        17.1279
33.58172       380.1492        17.5150
33.58272       389.3473        17.8072
33.58372       359.9607        17.0663
33.58472       350.4057        16.8158
33.58572       351.2460        16.7908
33.58672       391.6483        17.7592
33.58772       372.7134        17.3171
33.58872       381.1762        17.5127
33.58972       386.6986        17.6931
33.59072       371.9106        17.3013
33.59172       367.4844        17.2088
33.59272       392.3337        17.8145
33.59372       393.6717        17.8233
33.59472       400.8671        18.0079
33.59572       409.5930        18.1670
33.59672       375.7221        17.4317
33.59772       389.9097        17.7318
33.59872       380.3988        17.4985
33.59972       390.3467        17.7529
33.60072       368.7317        17.1986
33.60172       378.2842        17.4447
33.60272       366.5575        17.2519
33.60372       373.7748        17.3448
33.60472       346.8636        16.7155
33.60572       377.3591        17.4057
33.60672       374.5115        17.3680
33.60772       371.6527        17.3114
33.60872       384.6591        17.6322
33.60972       390.6256        17.7837
33.61072       369.2911        17.2462
33.61172       384.8410        17.6235
33.61272       394.7296        17.8595
33.61372       425.5453        18.5566
33.61472       401.7612        18.0430
33.61572       371.4349        17.3100
33.61672       354.8064        16.9732
33.61772       366.1083        17.2719
33.61872       396.5253        17.9038
33.61972       383.7888        17.6397
33.62072       364.3642        17.1733
33.62172       370.2969        17.2833
33.62272       367.4673        17.2156
33.62372       373.0895        17.4026
33.62472       376.5026        17.4808
33.62572       375.8484        17.4189
33.62672       365.6850        17.2304
33.62772       412.6197        18.2394
33.62872       371.0918        17.3191
33.62972       373.4564        17.3400
33.63072       403.0365        18.0259
33.63172       384.2175        17.5568
33.63272       385.6651        17.6704
33.63372       392.8083        17.8073
33.63472       393.5785        17.8378
33.63572       389.3788        17.7579
33.63672       420.1820        18.4425
33.63772       387.5189        17.6351
33.63872       388.0950        17.7179
33.63972       376.7815        17.4876
33.64072       379.0779        17.5502
33.64172       383.5410        17.6323
33.64272       391.8224        17.7424
33.64371       382.3786        17.5788
33.64471       413.9206        18.3622
33.64571       399.4230        18.0356
33.64671       389.9255        17.7893
33.64771       419.6166        18.4855
33.64871       399.0133        17.9742
33.64971       418.1564        18.4141
33.65071       410.4753        18.2749
33.65171       426.5153        18.6142
33.65271       409.2076        18.2222
33.65371       417.2870        18.4074
33.65471       410.6378        18.2598
33.65571       425.1241        18.5013
33.65671       426.8787        18.5609
33.65771       436.9530        18.7718
33.65871       426.0408        18.4972
33.65971       412.9615        18.3153
33.66071       389.4371        17.7319
33.66171       429.0847        18.6684
33.66271       441.4572        18.9370
33.66371       449.1636        19.1048
33.66471       451.7777        19.1237
33.66571       464.5613        19.3734
33.66671       495.6250        20.0159
33.66771       441.1341        18.8100
33.66871       503.9031        20.1548
33.66971       522.1744        20.5031
33.67071       514.6836        20.4031
33.67171       564.2504        21.2907
33.67271       583.7434        21.7265
33.67371       633.0948        22.5968
33.67471       672.2536        23.3056
33.67571       800.7259        25.4198
33.67671       903.4810        26.9710
33.67771      1065.0124        29.2643
33.67871      1392.4436        33.5583
33.67971      1742.9812        37.5129
33.68071      2291.4294        43.0161
33.68171      2895.3457        48.3323
33.68271      3734.0634        54.9435
33.68371      4706.3391        61.8183
33.68471      5505.3419        66.7877
33.68571      5990.6592        69.6523
33.68671      6000.6412        69.7053
33.68771      5549.2299        67.0075
33.68871      4842.4310        62.5959
33.68971      3965.1078        56.5429
33.69071      3132.5653        50.3021
33.69171      2342.4263        43.4743
33.69271      1801.0973        38.1419
33.69371      1430.8663        33.9553
33.69471      1084.3475        29.5076
33.69571       919.3201        27.2471
33.69671       764.1406        24.8578
33.69771       692.7549        23.5722
33.69871       612.5002        22.2225
33.69971       595.5887        21.9720
33.70071       563.1332        21.2828
33.70171       522.5748        20.5130
33.70271       515.1958        20.3409
33.70371       481.6916        19.6999
33.70471       505.9177        20.3069
33.70571       456.1695        19.1969
33.70671       425.9098        18.4924
33.70771       450.8216        19.0751
33.70871       424.8098        18.5566
33.70971       424.8646        18.5462
33.71071       428.9112        18.6002
33.71171       410.0070        18.1756
33.71271       415.2054        18.3179
33.71371       428.3886        18.6046
33.71471       399.7364        18.0037
33.71571       406.0346        18.1402
33.71671       413.2104        18.2024
33.71771       410.2632        18.2449
33.71871       416.0754        18.3198
33.71971       382.3365        17.5538
33.72071       387.8404        17.6463
33.72170       380.7179        17.5639
33.72270       400.1346        17.9965
33.72370       402.2550        17.9753
33.72470       377.9559        17.4504
33.72570       382.5613        17.5464
33.72670       396.8090        17.8337
33.72770       402.1418        17.9806
33.72870       366.2566        17.2013
33.72970       391.3383        17.7495
33.73070       393.7413        17.8512
33.73170       388.1493        17.7175
33.73270       387.5656        17.7081
33.73370       384.5021        17.5804
33.73470       373.0339        17.3336
33.73570       417.3525        18.3663
33.73670       356.3075        16.9443
33.73770       345.0867        16.6669
33.73870       389.6229        17.7640
33.73970       391.6721        17.7618
33.74070       368.5032        17.1577
33.74170       384.3732        17.5036
33.74270       386.4669        17.6546
33.74370       393.9056        17.8405
33.74470       363.9095        17.1178
33.74570       372.8547        17.3537
33.74670       350.0660        16.8068
33.74770       386.4830        17.6111
33.74870       366.4472        17.1647
33.74970       386.4526        17.7043
33.75070       383.1833        17.5836
33.75170       365.4187        17.1678
33.75270       375.4106        17.4218
33.75370       374.4420        17.4299
33.75470       364.2387        17.1447
33.75570       372.6180        17.3460
33.75670       367.8640        17.2309
33.75770       359.6616        17.0360
33.75870       372.2272        17.3536
33.75970       361.8204        17.0281
33.76070       404.8816        18.0847
33.76170       397.9200        17.9428
33.76270       385.0038        17.6518
33.76370       381.8960        17.5692
33.76470       379.0068        17.5603
33.76570       392.3701        17.8334
33.76670       385.1009        17.6577
33.76770       399.5359        17.9257
33.76870       390.5989        17.7208
33.76970       329.6241        16.2427
33.77070       362.1704        17.0703
33.77170       347.0679        16.7396
33.77270       383.2170        17.6112
33.77370       401.8507        18.0079
33.77470       391.1312        17.7939
33.77570       376.3470        17.3553
33.77670       375.5442        17.3854
33.77770       343.8354        16.6476
33.77870       396.8913        17.9383
33.77970       387.4811        17.6781
33.78070       388.5847        17.6979
33.78170       388.5800        17.6621
33.78270       376.2356        17.4433
33.78370       363.8232        17.1549
33.78470       377.2998        17.4841
33.78570       385.3712        17.6753
33.78670       366.0821        17.1596
33.78770       380.4869        17.4499
33.78870       358.1069        17.0066
33.78970       358.0152        17.0088
33.79070       372.9272        17.3359
33.79170       381.5494        17.5046
33.79270       390.5358        17.7117
33.79370       403.3579        18.0622
33.79470       362.0300        17.0883
33.79570       352.9119        16.8041
33.79670       344.8056        16.6150
33.79770       392.8181        17.8029
33.79869       370.0092        17.2999
33.79969       379.2000        17.5340
33.80069       361.7663        17.1416
33.80169       361.2168        17.1016
33.80269       371.5333        17.3658
33.80369       372.5585        17.3566
33.80469       380.8081        17.5072
33.80569       399.1516        18.0065
33.80669       376.5331        17.4226
33.80769       399.5564        17.9474
33.80869       422.3192        18.5015
33.80969       406.8950        18.2179
33.81069       411.5961        18.2961
33.81169       408.2424        18.1394
33.81269       427.3817        18.5883
33.81369       467.2897        19.3899
33.81469       490.2637        19.8416
33.81569       506.6546        20.2046
33.81669       550.5443        21.0454
33.81769       586.2692        21.7146
33.81869       641.1060        22.6793
33.81969       746.1005        24.5678
33.82069       830.2931        25.9487
33.82169       934.3790        27.5304
33.82269       986.0866        28.3127
33.82369       997.7498        28.5131
33.82469       975.7425        28.1187
33.82569       898.5978        26.9855
33.82669       838.9110        26.0711
33.82769       703.6000        23.8492
33.82869       644.8546        22.8986
33.82969       553.8725        21.1305
33.83069       469.5257        19.4682
33.83169       475.4825        19.6145
33.83269       469.1529        19.4624
33.83369       448.3612        19.0725
33.83469       401.3494        18.0059
33.83569       401.6474        17.9910
33.83669       397.0906        17.8685
33.83769       404.4898        18.0823
33.83869       387.5196        17.6900
33.83969       386.7657        17.6343
33.84069       433.0561        18.6947
33.84169       409.1373        18.1801
33.84269       386.7031        17.6591
33.84369       414.0461        18.2567
33.84469       379.2176        17.4921
33.84569       436.5981        18.7890
33.84669       433.4657        18.7112
33.84769       437.7290        18.7630
33.84869       476.9306        19.5735
33.84969       509.1492        20.2542
33.85069       582.9850        21.6580
33.85169       660.6487        23.0842
33.85269       667.4212        23.2664
33.85369       672.3442        23.3170
33.85469       698.5932        23.7815
33.85569       689.2289        23.6210
33.85669       658.3118        23.0636
33.85769       628.5274        22.5618
33.85869       534.0159        20.8252
33.85969       509.2424        20.2919
33.86069       481.5529        19.6999
33.86169       449.4424        19.0209
33.86269       431.0651        18.6855
33.86369       422.2961        18.4278
33.86469       356.8868        16.9310
33.86569       399.8525        17.9383
33.86669       406.0288        18.0893
33.86769       382.9184        17.5093
33.86869       370.9848        17.2871
33.86969       368.5247        17.2232
33.87069       378.9551        17.4840
33.87169       383.1096        17.5722
33.87269       398.6168        17.9019
33.87369       346.3294        16.6588
33.87469       361.7100        17.0907
33.87568       380.1948        17.5705
33.87668       405.2311        18.1111
33.87768       385.2326        17.6881
33.87868       386.6083        17.6839
33.87968       380.4488        17.5392
33.88068       371.7810        17.3827
33.88168       378.8723        17.5519
33.88268       399.7843        17.9936
33.88368       380.3483        17.4799
33.88468       368.3069        17.2363
33.88568       342.1399        16.6206
33.88668       373.3985        17.3525
33.88768       387.9039        17.6647
33.88868       365.0090        17.0807
33.88968       368.8034        17.1731
33.89068       377.4106        17.4186
33.89168       373.6058        17.3294
33.89268       402.7301        18.0336
33.89368       372.7261        17.3345
33.89468       359.3107        17.0041
33.89568       385.7678        17.6052
33.89668       377.8638        17.4440
33.89768       351.1780        16.8234
33.89868       382.4593        17.5691
33.89968       368.8048        17.2734
33.90068       391.5427        17.7997
33.90168       375.4640        17.4279
33.90268       382.5820        17.5738
33.90368       364.3784        17.1432
33.90468       378.4423        17.4472
33.90568       389.3883        17.7150
33.90668       390.0059        17.7527
33.90768       385.7289        17.6242
33.90868       394.6392        17.8553
33.90968       385.1279        17.6228
33.91068       372.4017        17.3148
33.91168       365.4498        17.1616
33.91268       365.5948        17.1470
33.91368       361.0261        17.0766
33.91468       346.5992        16.7549
33.91568       352.7103        16.8570
33.91668       361.0923        17.0768
33.91768       383.9429        17.6113
33.91868       376.4632        17.4075
33.91968       358.6568        17.0253
33.92068       370.7599        17.3310
33.92168       391.8687        17.8256
33.92268       370.6026        17.3072
33.92368       370.0602        17.2802
33.92468       384.2998        17.6168
33.92568       359.9339        16.9867
33.92668       367.6427        17.1597
33.92768       369.8054        17.2722
33.92868       367.2285        17.1783
33.92968       377.2699        17.4057
33.93068       362.7444        17.1316
33.93168       372.0040        17.2914
33.93268       400.8683        17.9474
33.93368       384.0566        17.5983
33.93468       366.2360        17.1801
33.93568       391.1258        17.7741
33.93668       372.4656        17.3642
33.93768       388.2820        17.7187
33.93868       378.7291        17.4744
33.93968       363.3197        17.1635
33.94068       383.1132        17.6146
33.94168       365.4730        17.1180
33.94268       364.1673        17.1283
33.94368       374.5427        17.4400
33.94468       382.4922        17.5663
33.94568       381.1826        17.5357
33.94668       376.8253        17.4346
33.94768       369.1779        17.2542
33.94868       366.1937        17.2118
33.94968       370.8836        17.3042
33.95068       354.7252        16.9442
33.95168       365.4628        17.1542
33.95268       381.9453        17.5239
33.95367       363.4276        17.0929
33.95467       365.3121        17.1632
33.95567       346.6909        16.7439
33.95667       345.6544        16.6968
33.95767       384.6116        17.6614
33.95867       382.2215        17.5774
33.95967       373.7647        17.3574
33.96067       384.8455        17.6418
33.96167       385.1616        17.6341
33.96267       375.2331        17.4154
33.96367       384.9035        17.6855
33.96467       375.9073        17.4265
33.96567       375.4984        17.4276
33.96667       368.5628        17.3033
33.96767       351.4679        16.8779
33.96867       359.1464        17.0098
33.96967       389.4644        17.7162
33.97067       355.0755        16.9105
33.97167       362.5585        17.0904
33.97267       364.4732        17.1537
33.97367       343.2673        16.6277
33.97467       368.1790        17.2500
33.97567       394.4523        17.8487
33.97667       361.8055        17.0564
33.97767       350.2519        16.7869
33.97867       357.6983        17.0052
33.97967       366.2853        17.1877
33.98067       387.6322        17.7043
33.98167       369.1972        17.2872
33.98267       342.4649        16.6392
33.98367       352.7672        16.8247
33.98467       390.9953        17.7302
33.98567       376.0694        17.3797
33.98667       376.3909        17.3935
33.98767       376.8147        17.4315
33.98867       375.9987        17.3882
33.98967       381.1792        17.5172
33.99067       372.9060        17.3327
33.99167       397.6554        17.9253
33.99267       381.0733        17.5113
33.99367       348.3560        16.7038
33.99467       376.4437        17.4144
33.99567       385.0645        17.5830
33.99667       388.8835        17.7130
33.99767       389.5262        17.7749
33.99867       379.3482        17.5150
33.99967       381.8103        17.5593
34.00067       405.0180        18.1048
34.00167       390.4621        17.7877
34.00267       410.9887        18.1751
34.00367       401.4483        17.9236
34.00467       414.9669        18.1922
34.00567       447.2538        19.0330
34.00667       435.0924        18.7526
34.00767       442.3073        18.8645
34.00867       467.0710        19.4608
34.00967       486.4663        19.8157
34.01067       492.8787        19.9647
34.01167       527.7528        20.6713
34.01267       594.2704        21.8938
34.01367       680.6030        23.3559
34.01467       818.5817        25.6488
34.01567      1001.3331        28.4359
34.01667      1195.5909        31.0664
34.01767      1511.4105        34.8976
34.01867      1881.6757        38.9789
34.01967      2232.0866        42.4808
34.02067      2447.1643        44.5418
34.02167      2534.4682        45.3322
34.02267      2443.0923        44.4185
34.02367      2248.0920        42.5951
34.02467      1908.0470        39.2439
34.02567      1574.9639        35.6987
34.02667      1262.4115        31.9192
34.02767      1005.8008        28.4984
34.02867       845.5034        26.1364
34.02967       697.0171        23.7324
34.03066       620.6478        22.3396
34.03166       564.1363        21.3309
34.03266       513.6842        20.3496
34.03366       495.0489        19.9767
34.03466       463.4905        19.3244
34.03566       467.1415        19.3813
34.03666       448.6513        19.0458
34.03766       407.4866        18.1307
34.03866       411.5172        18.1856
34.03966       422.5607        18.4897
34.04066       409.8936        18.2253
34.04166       391.0652        17.7635
34.04266       382.6761        17.5456
34.04366       386.1323        17.6474
34.04466       398.0865        17.9407
34.04566       380.4672        17.4872
34.04666       386.9330        17.6783
34.04766       389.0471        17.7430
34.04866       388.7666        17.7017
34.04966       396.1306        17.9225
34.05066       390.8305        17.7349
34.05166       355.5101        16.9814
34.05266       384.5715        17.7012
34.05366       400.4219        17.9887
34.05466       382.8976        17.5597
34.05566       381.8826        17.5487
34.05666       385.1016        17.6576
34.05766       356.9431        16.9391
34.05866       382.8514        17.5713
34.05966       380.5796        17.5229
34.06066       343.3133        16.6428
34.06166       352.1333        16.9025
34.06266       361.7524        17.1005
34.06366       353.8052        16.9392
34.06466       351.3230        16.8210
34.06566       359.8953        16.9973
34.06666       364.5935        17.1323
34.06766       359.0951        17.0146
34.06866       380.8206        17.5598
34.06966       365.6462        17.2361
34.07066       364.2111        17.1694
34.07166       356.5046        16.9939
34.07266       365.8623        17.2320
34.07366       366.6250        17.2251
34.07466       366.2995        17.2166
34.07566       388.1220        17.6773
34.07666       354.5733        16.8730
34.07766       364.1032        17.1249
34.07866       379.5946        17.4451
34.07966       375.9271        17.3541
34.08066       356.7867        16.9478
34.08166       366.0655        17.2051
34.08266       376.4008        17.4265
34.08366       368.3825        17.2573
34.08466       364.1368        17.1433
34.08566       365.6938        17.1714
34.08666       355.0951        16.9035
34.08766       331.2677        16.3208
34.08866       369.7208        17.2918
34.08966       384.6163        17.6025
34.09066       398.6258        17.9281
34.09166       365.8439        17.1845
34.09266       348.2492        16.7341
34.09366       378.6458        17.4570
34.09466       380.3689        17.5082
34.09566       390.8696        17.7815
34.09666       366.1088        17.2090
34.09766       336.6237        16.5097
34.09866       363.4617        17.1591
34.09966       363.4412        17.1541
34.10066       369.9356        17.2754
34.10166       354.6051        16.9233
34.10266       388.3304        17.7296
34.10366       373.6770        17.3671
34.10466       362.1218        17.0511
34.10566       380.4004        17.5005
34.10666       376.3802        17.4621
34.10766       371.4472        17.2902
34.10865       372.6621        17.3269
34.10965       355.5715        16.9648
34.11065       364.3126        17.1455
34.11165       393.9546        17.8314
34.11265       368.7286        17.2498
34.11365       357.7422        16.9927
34.11465       365.0328        17.1750
34.11565       377.5070        17.4643
34.11665       369.6324        17.3729
34.11765       372.8438        17.3502
34.11865       366.4110        17.1476
34.11965       371.5532        17.2797
34.12065       344.7730        16.6276
34.12165       365.7477        17.1444
34.12265       343.9554        16.6652
34.12365       354.1817        16.8584
34.12465       360.6393        17.0809
34.12565       381.2269        17.5915
34.12665       373.3054        17.3188
34.12765       373.2102        17.3632
34.12865       352.5853        16.8439
34.12965       355.8198        16.9045
34.13065       366.3996        17.1968
34.13165       351.5929        16.8110
34.13265       370.7505        17.2881
34.13365       348.7379        16.7181
34.13465       349.8269        16.7682
34.13565       373.9810        17.3672
34.13665       364.6124        17.1953
34.13765       364.1294        17.1700
34.13865       338.0945        16.4809
34.13965       374.2239        17.3654
34.14065       377.9955        17.3903
34.14165       375.3464        17.3485
34.14265       336.4699        16.5004
34.14365       332.5055        16.3344
34.14465       350.8496        16.7788
34.14565       349.1044        16.7460
34.14665       372.6087        17.3625
34.14765       371.5469        17.2778
34.14865       358.7015        17.0038
34.14965       384.1224        17.6107
34.15065       388.7874        17.7081
34.15165       379.4633        17.5291
34.15265       381.6183        17.5666
34.15365       399.3082        17.9666
34.15465       374.4555        17.3922
34.15565       355.1131        16.9154
34.15665       363.9216        17.1051
34.15765       365.2705        17.1798
34.15865       366.4222        17.1909
34.15965       357.6203        16.9382
34.16065       376.3943        17.4644
34.16165       376.4671        17.4684
34.16265       353.1340        16.8758
34.16365       368.9207        17.2188
34.16465       398.2899        17.9348
34.16565       389.2958        17.6925
34.16665       393.2477        17.7739
34.16765       413.5970        18.3039
34.16865       418.8715        18.4441
34.16965       391.8889        17.8126
34.17065       376.4180        17.4574
34.17165       399.6302        17.8942
34.17265       472.3890        19.5641
34.17365       429.8314        18.6607
34.17465       467.2448        19.3872
34.17565       481.7294        19.6683
34.17665       505.9659        20.2641
34.17765       537.2150        20.8484
34.17865       592.2599        21.9128
34.17965       643.3783        22.8647
34.18065       757.0758        24.6914
34.18165       882.4475        26.6671
34.18265      1083.8123        29.5996
34.18365      1314.8081        32.5500
34.18465      1707.0916        37.1186
34.18564      2032.9062        40.5994
34.18664      2358.1914        43.6675
34.18764      2488.8882        44.8682
34.18864      2525.0275        45.2679
34.18964      2422.3050        44.2314
34.19064      2133.7175        41.4699
34.19164      1783.3565        37.8660
34.19264      1480.0868        34.6470
34.19364      1235.8080        31.6012
34.19464       970.2830        27.9298
34.19564       787.8193        25.2214
34.19664       665.4565        23.0555
34.19764       600.6153        21.9915
34.19864       518.5815        20.4671
34.19964       501.2358        20.1301
34.20064       476.7762        19.5949
34.20164       469.5665        19.4505
34.20264       440.5473        18.8380
34.20364       406.7527        18.0479
34.20464       385.6241        17.5717
34.20564       413.5328        18.2932
34.20664       411.5990        18.2053
34.20764       397.8384        17.9308
34.20864       409.2930        18.1393
34.20964       410.2395        18.2447
34.21064       402.6037        18.0434
34.21164       395.1748        17.8457
34.21264       392.3824        17.7460
34.21364       363.9011        17.0681
34.21464       376.9798        17.4411
34.21564       378.9676        17.5446
34.21664       392.0182        17.8240
34.21764       354.5451        16.9543
34.21864       372.6715        17.3436
34.21964       383.6599        17.6216
34.22064       383.7366        17.5929
34.22164       389.8691        17.7687
34.22264       371.3904        17.2894
34.22364       370.5465        17.3264
34.22464       369.1531        17.2483
34.22564       367.2205        17.1541
34.22664       343.0714        16.6317
34.22764       377.9143        17.5057
34.22864       366.1602        17.2621
34.22964       377.8088        17.4534
34.23064       362.6780        17.1094
34.23164       359.8012        17.0345
34.23264       374.2685        17.4020
34.23364       359.8523        17.0522
34.23464       370.4843        17.2992
34.23564       360.8642        17.1327
34.23664       364.5135        17.1746
34.23764       356.0673        16.9701
34.23864       385.1162        17.6358
34.23964       375.3117        17.4181
34.24064       338.4569        16.5566
34.24164       341.0555        16.5799
34.24264       371.7140        17.3283
34.24364       367.0565        17.2294
34.24464       374.7405        17.3714
34.24564       358.1277        17.0023
34.24664       351.0819        16.8425
34.24764       367.8123        17.2704
34.24864       366.5069        17.2355
34.24964       362.7382        17.1159
34.25064       385.2756        17.6429
34.25164       385.4942        17.7057
34.25264       371.2114        17.4070
34.25364       330.4837        16.3051
34.25464       367.3139        17.2125
34.25564       360.1563        17.0161
34.25664       357.5652        17.0111
34.25764       345.8771        16.7323
34.25864       372.2622        17.4080
34.25964       328.3846        16.2484
34.26064       367.4702        17.1722
34.26164       366.0695        17.1578
34.26263       342.8447        16.6466
34.26363       371.5953        17.3285
34.26463       349.8012        16.8228
34.26563       368.4648        17.2667
34.26663       355.0307        16.9156
34.26763       356.5491        16.9676
34.26863       351.2533        16.8412
34.26963       376.4112        17.4080
34.27063       363.4415        17.0522
34.27163       395.3379        17.8954
34.27263       357.7489        16.9479
34.27363       373.5490        17.3718
34.27463       369.7834        17.2527
34.27563       370.4171        17.2013
34.27663       353.9864        16.9182
34.27763       383.7888        17.6639
34.27863       366.8792        17.2270
34.27963       359.2383        17.0050
34.28063       374.6523        17.4140
34.28163       346.1467        16.7140
34.28263       348.7153        16.7643
34.28363       357.1520        17.0168
34.28463       378.9970        17.5491
34.28563       382.2426        17.5301
34.28663       357.3640        16.9954
34.28763       362.0968        17.1112
34.28863       372.4347        17.2895
34.28963       362.6733        17.0913
34.29063       363.8409        17.1220
34.29163       376.2701        17.4491
34.29263       385.5435        17.6582
34.29363       339.6380        16.5750
34.29463       380.4084        17.5161
34.29563       356.6296        16.9815
34.29663       348.5090        16.7207
34.29763       365.9313        17.1512
34.29863       379.1782        17.4619
34.29963       350.0129        16.8194
34.30063       356.3848        17.0070
34.30163       362.8981        17.1190
34.30263       377.7465        17.4609
34.30363       353.7826        16.9121
34.30463       374.9401        17.4549
34.30563       365.5691        17.1866
34.30663       378.7153        17.5426
34.30763       375.4517        17.4391
34.30863       386.9434        17.7067
34.30963       352.2929        16.9254
34.31063       359.7711        17.0532
34.31163       342.0012        16.6064
34.31263       337.6469        16.5036
34.31363       385.5152        17.5975
34.31463       369.6492        17.2861
34.31563       353.1111        16.9122
34.31663       384.3982        17.5811
34.31763       421.3838        18.4343
34.31863       363.0842        17.0584
34.31963       368.2660        17.2862
