XYDATA
! Title: NAC /nov12/11bmb_1804
! Run no. =               1804 
! No. steps =             54000 
! Scan time =             NOV 29, 2012 18:07:11.025644 
! Sample Comment =        NAC 
! User sample name =      1.5 mm diameter 
! Composition =           Na2Ca3Al2F14
! Temp (K) =              298.0 
! Start 2theta (deg) =    -16.0 
! End 2theta (deg) =      38.0 
! 2theta step (deg) =     0.001 
! Time per step (sec) =   0.1 
! Intensity scale =       9383.82768362 
! Calibration file =      11bmb_1800_2thcorrected.calib 
! 2Theta correction subtracted 
! Calibrated wavelength = 0.413909
! Fullprof format INSTRM=10 (x, y, sigma)
INTER 1.0 1.0  2 0.00100
! ---------------------------------------
! degrees       intensity        sigma
10.25974       312.6548        15.8821
10.26074       287.2806        15.1867
10.26174       285.8584        15.1838
10.26274       304.6135        15.6961
10.26374       300.5466        15.5553
10.26474       307.2456        15.7222
10.26574       289.9034        15.2663
10.26674       283.6487        15.0389
10.26774       287.7238        15.2073
10.26874       293.1874        15.3049
10.26974       299.8427        15.4890
10.27074       293.2559        15.4140
10.27174       302.7051        15.6077
10.27274       288.2039        15.2111
10.27374       310.4044        15.8356
10.27474       314.8734        15.9360
10.27574       295.4302        15.4200
10.27674       304.2005        15.6399
10.27774       302.9334        15.6044
10.27874       304.8781        15.6889
10.27974       317.1606        16.0312
10.28074       322.6520        16.1613
10.28174       311.7118        15.8744
10.28274       304.0864        15.6157
10.28374       295.9376        15.4597
10.28473       301.9100        15.6205
10.28573       322.7623        16.1617
10.28673       300.5855        15.5689
10.28773       309.6056        15.7878
10.28873       303.8050        15.5917
10.28973       313.8604        15.8480
10.29073       301.4521        15.6414
10.29173       305.7444        15.6888
10.29273       315.5113        15.9579
10.29373       326.7484        16.2506
10.29473       298.0957        15.5169
10.29573       301.7888        15.6097
10.29673       308.4090        15.7388
10.29773       328.4225        16.3030
10.29873       313.8871        15.9286
10.29973       311.3661        15.8992
10.30073       322.2457        16.1277
10.30173       320.1607        16.0584
10.30273       322.3852        16.0678
10.30373       340.4817        16.5586
10.30473       331.2013        16.3364
10.30573       330.6726        16.2918
10.30673       330.5585        16.3171
10.30773       342.5061        16.5974
10.30873       358.4858        17.0412
10.30973       352.7640        16.8765
10.31073       365.6077        17.1916
10.31173       340.6631        16.5592
10.31273       331.2600        16.2974
10.31373       374.2134        17.3865
10.31473       357.1726        16.9958
10.31573       372.0964        17.3184
10.31673       361.5164        17.0561
10.31773       335.0110        16.4308
10.31873       369.8040        17.2545
10.31973       387.6760        17.6638
10.32073       386.5686        17.6573
10.32173       408.3038        18.1746
10.32273       369.6054        17.2585
10.32373       392.9452        17.7532
10.32473       402.7792        17.9406
10.32573       420.4506        18.4042
10.32673       414.1464        18.1698
10.32773       413.1876        18.1683
10.32873       415.6428        18.2751
10.32973       426.2752        18.4768
10.33073       464.0011        19.3302
10.33173       470.2540        19.5212
10.33273       459.8661        19.2921
10.33373       478.6320        19.6358
10.33473       510.3598        20.2526
10.33573       520.8281        20.4356
10.33673       556.8983        21.1221
10.33773       561.1448        21.2074
10.33873       590.8901        21.7977
10.33973       636.7147        22.6285
10.34073       647.4112        22.8036
10.34173       694.7508        23.6873
10.34273       722.0281        24.1075
10.34373       823.6371        25.7070
10.34473       902.5050        26.8895
10.34573       987.5896        28.1990
10.34673      1117.9189        29.9846
10.34773      1240.0235        31.6150
10.34873      1399.5050        33.5855
10.34973      1638.7691        36.2813
10.35073      2032.8556        40.3367
10.35173      2576.6040        45.4889
10.35273      3328.5985        51.6356
10.35373      4715.2314        61.3647
10.35473      7150.8090        75.6134
10.35573     11662.3791        96.4872
10.35673     19751.1895       125.6982
10.35773     32421.1545       161.3050
10.35873     46815.1488       194.3852
10.35973     55470.5303       211.9954
10.36073     50123.4251       201.1039
10.36173     35935.8023       169.4217
10.36272     21828.7477       131.5964
10.36372     12640.1807        99.9791
10.36472      7709.5145        78.3324
10.36572      5080.9582        63.6463
10.36672      3605.5748        53.5774
10.36772      2593.5664        45.5736
10.36872      2109.8406        41.0836
10.36972      1779.5268        37.7587
10.37072      1498.0947        34.6728
10.37172      1323.0162        32.6030
10.37272      1137.5946        30.2272
10.37372      1017.5512        28.5859
10.37472       929.5629        27.3443
10.37572       839.8123        25.9843
10.37672       780.7792        25.0558
10.37772       712.4353        23.9140
10.37872       673.7166        23.2783
10.37972       622.2834        22.4187
10.38072       578.8375        21.5810
10.38172       549.1903        21.0990
10.38272       559.9710        21.2778
10.38372       543.9015        20.9621
10.38472       528.3849        20.5951
10.38572       490.3742        19.9307
10.38672       438.5238        18.8745
10.38772       425.0569        18.5087
10.38872       438.7657        18.8269
10.38972       435.7067        18.7662
10.39072       419.9970        18.4219
10.39172       406.8246        18.1707
10.39272       364.5296        17.1437
10.39372       381.0239        17.5374
10.39472       391.0398        17.8034
10.39572       368.8680        17.2690
10.39672       359.8689        17.0463
10.39772       363.3831        17.1723
10.39872       373.1349        17.3411
10.39972       356.8604        17.0088
10.40072       341.7861        16.5972
10.40172       329.4886        16.2956
10.40272       349.2869        16.7700
10.40372       344.8152        16.6644
10.40472       327.0828        16.2826
10.40572       346.2838        16.7116
10.40672       349.6113        16.8269
10.40772       313.6594        15.9953
10.40872       331.9344        16.4250
10.40972       309.2355        15.7894
10.41072       301.4772        15.5603
10.41172       316.8822        16.0498
10.41272       317.5003        16.0009
10.41372       317.5214        15.9679
10.41472       305.1194        15.6114
10.41572       304.7500        15.6995
10.41672       308.4883        15.7568
10.41772       308.3900        15.7365
10.41872       301.8765        15.6463
10.41972       296.7382        15.4922
10.42072       293.6668        15.3311
10.42172       285.9247        15.1374
10.42272       298.7865        15.5621
10.42372       260.8466        14.5263
10.42472       275.5147        14.9569
10.42572       304.5732        15.6950
10.42672       308.9523        15.7797
10.42772       304.3841        15.6839
10.42872       299.7702        15.5020
10.42972       280.8620        15.0311
10.43072       276.7115        14.9363
10.43172       290.3062        15.3132
10.43272       333.0680        16.3576
10.43372       302.2632        15.5770
10.43472       305.1989        15.6790
10.43572       290.1613        15.1995
10.43672       289.0330        15.2016
10.43772       280.5329        15.0516
10.43872       281.9527        15.0565
10.43971       287.6856        15.2279
10.44071       322.1946        16.1135
10.44171       309.6987        15.8308
10.44271       290.0764        15.3441
10.44371       311.2313        15.8780
10.44471       284.7285        15.1126
10.44571       283.9838        15.1332
10.44671       260.5321        14.4972
10.44771       287.6097        15.1774
10.44871       292.7653        15.3467
10.44971       301.6843        15.6301
10.45071       275.5627        14.9030
10.45171       297.4141        15.5060
10.45271       280.6375        15.0707
10.45371       295.9679        15.4622
10.45471       279.6613        14.9811
10.45571       272.9165        14.7926
10.45671       266.6106        14.6606
10.45771       280.1160        15.0492
10.45871       288.8090        15.2776
10.45971       285.5098        15.1856
10.46071       306.0007        15.6778
10.46171       284.0489        15.1165
10.46271       284.8216        15.1427
10.46371       280.5851        15.0230
10.46471       266.8504        14.6589
10.46571       284.1685        15.1214
10.46671       279.3119        14.9828
10.46771       278.0939        14.9867
10.46871       303.0944        15.6334
10.46971       293.1976        15.3778
10.47071       288.3438        15.1989
10.47171       276.0399        14.8909
10.47271       291.9434        15.3444
10.47371       280.1399        15.0083
10.47471       278.3673        14.9653
10.47571       275.9887        14.9372
10.47671       290.9995        15.2650
10.47771       308.7249        15.7796
10.47871       298.9453        15.4933
10.47971       277.2977        14.9398
10.48071       280.0859        15.0607
10.48171       263.6694        14.5319
10.48271       280.3006        14.9985
10.48371       309.6707        15.8583
10.48471       313.0410        15.8537
10.48571       269.4719        14.7146
10.48671       301.2332        15.5716
10.48771       310.6973        15.8315
10.48871       294.9315        15.4737
10.48971       299.8528        15.5273
10.49071       286.9984        15.1929
10.49171       275.3810        14.8829
10.49271       272.0168        14.8498
10.49371       273.3351        14.8551
10.49471       278.7923        14.9876
10.49571       291.5850        15.3555
10.49671       306.0011        15.7542
10.49771       278.5442        14.9370
10.49871       290.3001        15.2432
10.49971       309.5264        15.7869
10.50071       285.5121        15.1657
10.50171       283.1224        15.1100
10.50271       303.2064        15.5993
10.50371       278.6138        14.9835
10.50471       292.3201        15.3507
10.50571       277.0737        14.9801
10.50671       282.2724        15.0586
10.50771       282.5238        14.9617
10.50871       272.7564        14.7837
10.50971       288.1109        15.1925
10.51071       284.6607        15.1954
10.51171       293.4994        15.4205
10.51271       285.6551        15.2129
10.51371       288.5425        15.2394
10.51471       271.2843        14.7325
10.51571       284.0202        15.0838
10.51670       321.3102        16.0726
10.51770       282.5612        15.0612
10.51870       265.9784        14.6273
10.51970       291.0527        15.3409
10.52070       266.1584        14.5786
10.52170       307.0615        15.6654
10.52270       281.8352        15.0586
10.52370       288.9878        15.2178
10.52470       301.5899        15.6142
10.52570       290.7832        15.3271
10.52670       288.1100        15.2392
10.52770       288.5592        15.2216
10.52870       303.6032        15.6367
10.52970       295.5598        15.4427
10.53070       318.1515        16.0639
10.53170       297.1856        15.4306
10.53270       287.9291        15.1818
10.53370       310.7307        15.8154
10.53470       303.2364        15.6120
10.53570       306.6041        15.7242
10.53670       275.1047        14.8367
10.53770       286.9572        15.1447
10.53870       274.8583        14.8622
10.53970       293.9737        15.3579
10.54070       308.9081        15.7140
10.54170       298.0546        15.4951
10.54270       284.0519        15.1011
10.54370       290.0560        15.2565
10.54470       285.8587        15.1348
10.54570       295.4738        15.3476
10.54670       265.8698        14.6211
10.54770       277.6608        14.9752
10.54870       282.1975        15.0979
10.54970       292.1220        15.3728
10.55070       298.9162        15.5160
10.55170       300.3856        15.5420
10.55270       298.3880        15.4844
10.55370       302.9142        15.6336
10.55470       295.2279        15.4861
10.55570       272.5322        14.8543
10.55670       264.9107        14.5904
10.55770       277.7500        14.9453
10.55870       290.8923        15.2145
10.55970       284.5810        15.1210
10.56070       290.5855        15.3227
10.56170       310.2018        15.7742
10.56270       269.9752        14.7101
10.56370       284.7264        15.1121
10.56470       318.6568        15.9991
10.56570       306.3533        15.7495
10.56670       305.5648        15.6890
10.56770       301.7744        15.6124
10.56870       276.6920        14.9082
10.56970       286.0522        15.2296
10.57070       271.9734        14.8939
10.57170       292.3282        15.3537
10.57270       295.4566        15.4115
10.57370       282.2912        15.0816
10.57470       280.4061        15.0011
10.57570       273.2564        14.8462
10.57670       293.9347        15.4265
10.57770       295.7173        15.4568
10.57870       310.1143        15.8164
10.57970       296.8822        15.4391
10.58070       294.2335        15.3980
10.58170       314.2592        15.8789
10.58270       309.8915        15.8181
10.58370       295.3167        15.4283
10.58470       308.3073        15.7879
10.58570       304.8953        15.6840
10.58670       292.4774        15.3850
10.58770       291.5577        15.3257
10.58870       281.1117        15.0331
10.58970       284.0459        15.1221
10.59070       315.8661        15.9678
10.59170       299.2997        15.5887
10.59270       310.3805        15.8277
10.59370       308.1268        15.7296
10.59469       296.6451        15.4800
10.59569       295.1700        15.4646
10.59669       271.5517        14.7580
10.59769       288.4000        15.2678
10.59869       299.7557        15.5080
10.59969       295.5205        15.3961
10.60069       296.1980        15.4154
10.60169       271.3486        14.7684
10.60269       304.8004        15.6700
10.60369       315.7175        15.9835
10.60469       319.0278        16.0943
10.60569       307.3495        15.7615
10.60669       302.3298        15.5862
10.60769       292.8103        15.3150
10.60869       292.6202        15.3150
10.60969       282.4413        15.0949
10.61069       305.7182        15.6752
10.61169       306.1144        15.7035
10.61269       289.5834        15.2674
10.61369       300.3905        15.5430
10.61469       322.5158        16.1427
10.61569       296.0503        15.4078
10.61669       300.2234        15.5209
10.61769       323.2111        16.0999
10.61869       308.5347        15.7289
10.61969       313.7268        15.8912
10.62069       316.9696        16.0062
10.62169       318.3462        15.9624
10.62269       294.5219        15.3790
10.62369       323.2817        16.1431
10.62469       321.3091        16.0821
10.62569       310.0166        15.8257
10.62669       309.2553        15.8007
10.62769       325.5707        16.2298
10.62869       318.1101        15.9991
10.62969       312.9868        15.8531
10.63069       299.6460        15.4895
10.63169       314.9155        15.9122
10.63269       310.7083        15.8109
10.63369       304.6729        15.6878
10.63469       286.4795        15.1852
10.63569       306.6077        15.7801
10.63669       307.0677        15.7652
10.63769       288.8279        15.2531
10.63869       296.6920        15.4131
10.63969       315.0046        15.9224
10.64069       312.0794        15.8699
10.64169       285.6284        15.1655
10.64269       303.2199        15.6392
10.64369       306.5178        15.6901
10.64469       316.1788        15.9524
10.64569       297.1056        15.4883
10.64669       290.7231        15.3210
10.64769       324.1614        16.1683
10.64869       326.0523        16.1906
10.64969       310.6350        15.8535
10.65069       288.1049        15.2431
10.65169       304.8845        15.7220
10.65269       312.5469        15.9327
10.65369       319.6828        16.0503
10.65469       282.0052        15.0613
10.65569       302.4321        15.6204
10.65669       290.7613        15.2478
10.65769       302.4470        15.5410
10.65869       309.1851        15.7882
10.65969       299.4603        15.4929
10.66069       314.7881        15.9178
10.66169       295.0671        15.4144
10.66269       292.1783        15.3291
10.66369       297.6151        15.4831
10.66469       327.7013        16.2680
10.66569       284.3465        15.1227
10.66669       295.3372        15.4371
10.66769       290.6535        15.3248
10.66869       307.1067        15.7249
10.66969       294.5823        15.3379
10.67069       289.8797        15.2723
10.67168       297.4179        15.4992
10.67268       324.3696        16.1987
10.67368       312.5556        15.8213
10.67468       328.7964        16.2842
10.67568       330.5062        16.3929
10.67668       297.7967        15.4284
10.67768       290.5471        15.2708
10.67868       286.2941        15.1632
10.67968       315.3932        15.9790
10.68068       310.6694        15.8105
10.68168       313.3179        15.8780
10.68268       289.3928        15.3011
10.68368       280.6156        15.0492
10.68468       267.7153        14.6992
10.68568       321.5009        16.1646
10.68668       304.1586        15.5994
10.68768       313.6222        15.8765
10.68868       318.8187        16.0311
10.68968       312.2516        15.8781
10.69068       295.2848        15.4449
10.69168       292.5750        15.3850
10.69268       298.5860        15.4881
10.69368       291.3653        15.3257
10.69468       309.6906        15.8468
10.69568       299.4044        15.5171
10.69668       295.2784        15.4556
10.69768       284.7700        15.1488
10.69868       298.4139        15.4604
10.69968       295.1678        15.4181
10.70068       300.2648        15.5544
10.70168       295.6304        15.4661
10.70268       311.9510        15.8026
10.70368       318.9411        15.9597
10.70468       338.5128        16.5136
10.70568       308.5498        15.7296
10.70668       318.4600        16.0356
10.70768       341.8367        16.6447
10.70868       325.2066        16.1260
10.70968       312.5095        15.8676
10.71068       326.9475        16.3097
10.71168       331.1923        16.3409
10.71268       299.5223        15.5454
10.71368       318.7250        16.0566
10.71468       308.2345        15.7066
10.71568       327.0926        16.2637
10.71668       325.2815        16.1632
10.71768       321.2725        16.0606
10.71868       308.1089        15.7428
10.71968       314.4125        15.8665
10.72068       283.7717        15.0435
10.72168       315.4264        15.9341
10.72268       321.2251        16.1271
10.72368       306.4862        15.7172
10.72468       311.8311        15.8797
10.72568       307.8520        15.7982
10.72668       317.4561        15.9440
10.72768       344.0923        16.6267
10.72868       315.8524        15.9274
10.72968       302.6866        15.6310
10.73068       298.8539        15.4896
10.73168       325.1571        16.2108
10.73268       307.9813        15.7358
10.73368       312.5557        15.8356
10.73468       332.0178        16.3762
10.73568       326.2310        16.2652
10.73668       307.7819        15.7415
10.73768       315.4313        15.9140
10.73868       349.6673        16.7786
10.73968       311.1689        15.8661
10.74068       286.4555        15.1409
10.74168       317.5217        15.9633
10.74268       328.7645        16.2445
10.74368       326.4723        16.2225
10.74468       320.1241        16.0705
10.74568       310.2379        15.7746
10.74668       335.6023        16.4185
10.74768       325.5548        16.1424
10.74867       332.3306        16.3519
10.74967       339.9838        16.5371
10.75067       322.2646        16.1126
10.75167       325.8178        16.1679
10.75267       309.7489        15.8390
10.75367       347.1848        16.7193
10.75467       308.7935        15.7712
10.75567       326.7412        16.2276
10.75667       344.0651        16.6035
10.75767       315.9040        15.9328
10.75867       338.3018        16.5250
10.75967       307.3385        15.7758
10.76067       321.9924        16.0751
10.76167       343.4400        16.6545
10.76267       347.9037        16.7659
10.76367       334.7821        16.4271
10.76467       342.1432        16.5775
10.76567       367.4348        17.2641
10.76667       353.4707        16.8854
10.76767       373.6242        17.3776
10.76867       370.4827        17.2727
10.76967       354.7852        16.9606
10.77067       353.5271        16.9272
10.77167       367.5186        17.2008
10.77267       355.7112        16.9342
10.77367       363.0648        17.0833
10.77467       362.5267        17.0685
10.77567       390.5969        17.7521
10.77667       395.6311        17.8762
10.77767       359.0951        17.0187
10.77867       388.2604        17.7315
10.77967       390.8133        17.7787
10.78067       387.5690        17.6590
10.78167       374.7259        17.3638
10.78267       383.4592        17.5939
10.78367       386.2366        17.6352
10.78467       375.0710        17.3718
10.78567       386.4747        17.6227
10.78667       408.6178        18.1714
10.78767       408.3887        18.1641
10.78867       417.7666        18.3130
10.78967       427.0548        18.5121
10.79067       417.1675        18.3679
10.79167       415.9877        18.3307
10.79267       435.6837        18.7575
10.79367       428.5705        18.5686
10.79467       436.7129        18.7172
10.79567       416.2642        18.3761
10.79667       428.6628        18.6379
10.79767       427.5204        18.5315
10.79867       444.9802        18.9052
10.79967       458.7442        19.2569
10.80067       437.5279        18.7294
10.80167       474.5398        19.4956
10.80267       455.6522        19.1766
10.80367       447.7619        18.9539
10.80467       450.0980        19.0631
10.80567       450.1821        19.0288
10.80667       461.1875        19.2882
10.80767       487.2028        19.7977
10.80867       492.8925        19.9274
10.80967       501.4211        20.1002
10.81067       483.8990        19.7500
10.81167       483.7578        19.6976
10.81267       510.5207        20.2828
10.81367       538.6194        20.8188
10.81467       510.8720        20.2579
10.81567       540.3747        20.7913
10.81667       543.0142        20.8985
10.81767       577.9466        21.6306
10.81867       585.9523        21.7646
10.81967       564.1035        21.2873
10.82067       547.4112        20.9405
10.82167       558.5081        21.2124
10.82267       609.4936        22.1624
10.82367       597.3070        21.9058
10.82467       626.8175        22.4835
10.82567       653.5931        22.9793
10.82666       642.5486        22.7395
10.82766       686.2317        23.4663
10.82866       653.4626        22.8377
10.82966       720.1584        24.0662
10.83066       748.0487        24.5572
10.83166       761.6069        24.7622
10.83266       776.3693        24.9815
10.83366       775.0565        24.9154
10.83466       819.8695        25.6184
10.83566       905.3892        26.9911
10.83666       933.4410        27.4780
10.83766       923.3374        27.3105
10.83866       959.8145        27.8273
10.83966      1014.5689        28.5846
10.84066      1109.6442        29.8483
10.84166      1184.2278        30.8310
10.84266      1252.7308        31.7135
10.84366      1289.2422        32.1521
10.84466      1374.8846        33.2950
10.84566      1470.0331        34.4408
10.84666      1529.8225        35.0994
10.84766      1640.2573        36.2789
10.84866      1849.7385        38.5699
10.84966      2071.5785        40.8501
10.85066      2239.1605        42.4406
10.85166      2555.4750        45.3061
10.85266      2889.9506        48.1467
10.85366      3214.7252        50.7866
10.85466      3751.6432        54.9010
10.85566      4333.9708        59.0426
10.85666      5182.6973        64.5483
10.85766      6365.9491        71.4348
10.85866      8018.1352        80.1857
10.85966     10607.0374        92.2339
10.86066     14834.1656       109.0533
10.86166     22250.6252       133.4447
10.86266     35972.3112       169.5893
10.86366     61062.3457       221.1082
10.86466    102694.2421       287.1871
10.86566    156659.3451       355.6683
10.86666    195871.6376       398.3608
10.86766    189560.1089       391.3563
10.86866    142409.9453       337.8434
10.86966     88549.4800       265.5415
10.87066     51331.3242       201.9609
10.87166     30421.4223       155.5025
10.87266     19257.0216       123.8048
10.87366     13069.8027       102.0501
10.87466      9679.3326        87.9549
10.87566      7523.5707        77.5970
10.87666      6097.5707        69.8915
10.87766      4999.0993        63.2172
10.87866      4269.2990        58.5019
10.87966      3715.7475        54.6500
10.88066      3141.4184        50.1923
10.88166      2780.3156        47.2066
10.88266      2484.8523        44.5782
10.88366      2232.4298        42.2452
10.88466      1974.6324        39.7368
10.88566      1888.9536        38.9466
10.88666      1755.7031        37.6004
10.88766      1611.0007        35.9893
10.88866      1461.0305        34.2600
10.88966      1293.1959        32.3012
10.89066      1225.7206        31.4293
10.89166      1145.1901        30.4215
10.89266      1087.6232        29.6182
10.89366      1029.4644        28.7719
10.89466       971.1346        27.9862
10.89566       894.7402        26.8961
10.89666       922.5084        27.3077
10.89766       828.1670        25.8536
10.89866       818.9608        25.7094
10.89966       782.0068        25.1196
10.90066       728.3511        24.3132
10.90166       714.2014        24.0633
10.90266       684.0220        23.5662
10.90365       678.8913        23.4461
10.90465       624.2646        22.5117
10.90565       612.8267        22.2220
10.90665       572.7998        21.5449
10.90765       544.0023        20.9610
10.90865       548.3494        21.0553
10.90965       499.9369        20.1205
10.91065       507.5132        20.2467
10.91165       504.0281        20.2022
10.91265       487.8073        19.8723
10.91365       466.6238        19.4377
10.91465       450.4077        19.0372
10.91565       438.4201        18.7934
10.91665       424.6637        18.5191
10.91765       396.2052        17.8991
10.91865       369.6680        17.2821
10.91965       438.3485        18.7989
10.92065       407.6870        18.1320
10.92165       384.4429        17.5941
10.92265       359.4150        16.9432
10.92365       355.3462        16.9350
10.92465       376.1106        17.4736
10.92565       362.1159        17.1298
10.92665       375.1812        17.3746
10.92765       368.4157        17.2066
10.92865       362.5116        17.0745
10.92965       364.1908        17.0893
10.93065       381.5544        17.5038
10.93165       375.6511        17.3862
10.93265       353.8167        16.8284
10.93365       322.7934        16.0774
10.93465       327.4307        16.2474
10.93565       345.2316        16.5916
10.93665       362.9345        17.0649
10.93765       341.4294        16.6002
10.93865       327.9947        16.2745
10.93965       348.3071        16.8306
10.94065       355.8701        16.9831
10.94165       337.0789        16.4236
10.94265       343.8853        16.6324
10.94365       306.9330        15.7850
10.94465       312.4842        15.9107
10.94565       333.5474        16.4124
10.94665       322.3686        16.1578
10.94765       344.4384        16.6677
10.94865       318.6169        15.9964
10.94965       304.6043        15.6221
10.95065       329.7019        16.2534
10.95165       347.4174        16.6930
10.95265       320.9911        16.0284
10.95365       325.7329        16.2092
10.95465       309.4038        15.8250
10.95565       333.5553        16.3823
10.95665       317.9122        16.0395
10.95765       321.3893        16.1217
10.95865       327.2297        16.2441
10.95965       325.6078        16.2439
10.96065       329.9353        16.2977
10.96165       350.4713        16.7586
10.96265       311.8740        15.8374
10.96365       322.9055        16.1275
10.96465       313.0527        15.9063
10.96565       342.0158        16.5847
10.96665       326.6158        16.2649
10.96765       308.5068        15.7491
10.96865       305.6372        15.7840
10.96965       312.2099        15.8807
10.97065       325.1928        16.1567
10.97165       310.3018        15.7708
10.97265       303.2986        15.6265
10.97365       328.0522        16.1907
10.97465       304.4707        15.6232
10.97565       329.3708        16.2718
10.97665       323.5320        16.1168
10.97765       323.1127        16.1088
10.97865       334.9892        16.4169
10.97965       337.1925        16.5016
10.98064       310.1803        15.8347
10.98164       307.2669        15.7583
10.98264       321.1993        16.0763
10.98364       330.4144        16.2930
10.98464       330.5960        16.3316
10.98564       319.1992        16.0594
10.98664       334.4815        16.3509
10.98764       301.4128        15.4842
10.98864       314.3499        15.8389
10.98964       328.4804        16.2216
10.99064       335.8641        16.4890
10.99164       328.2672        16.2798
10.99264       316.7484        15.9830
10.99364       338.1208        16.5492
10.99464       311.6067        15.7838
10.99564       317.1117        15.9682
10.99664       316.4799        16.0188
10.99764       338.5909        16.4614
10.99864       316.9378        15.9681
10.99964       299.7306        15.5135
11.00064       313.7989        15.9594
11.00164       314.4036        15.9285
11.00264       319.1473        15.9665
11.00364       340.3742        16.5438
11.00464       339.2296        16.5402
11.00564       292.1684        15.3517
11.00664       315.4570        15.9447
11.00764       332.3830        16.3838
11.00864       327.2374        16.2413
11.00964       303.8061        15.6671
11.01064       313.4067        15.9167
11.01164       326.4049        16.2478
11.01264       343.6624        16.6228
11.01364       307.9736        15.7580
11.01464       317.2934        16.0114
11.01564       304.0289        15.6633
11.01664       325.6801        16.1878
11.01764       308.1465        15.7275
11.01864       335.8270        16.4517
11.01964       331.1866        16.3691
11.02064       307.7151        15.7722
11.02164       315.1776        15.9331
11.02264       321.6728        16.0716
11.02364       328.5903        16.2626
11.02464       333.4154        16.4137
11.02564       318.9668        16.0483
11.02664       313.6050        15.8736
11.02764       292.0979        15.2934
11.02864       314.9019        15.9108
11.02964       320.0676        16.0748
11.03064       320.9940        16.0165
11.03164       306.8232        15.7093
11.03264       334.2664        16.3907
11.03364       324.9260        16.1692
11.03464       321.3318        16.1644
11.03564       308.6140        15.7463
11.03664       311.4368        15.8758
11.03764       311.9625        15.8319
11.03864       300.2168        15.5935
11.03964       330.7475        16.3100
11.04064       334.3521        16.4732
11.04164       328.8635        16.3170
11.04264       314.1124        15.8993
11.04364       314.1750        15.8835
11.04464       331.8642        16.3189
11.04564       336.2934        16.5190
11.04664       315.7160        15.9719
11.04764       320.1888        16.0747
11.04864       315.2467        15.9624
11.04964       319.9186        16.0876
11.05064       321.6474        16.1288
11.05164       319.6906        16.0401
11.05264       303.5408        15.5981
11.05364       307.1302        15.7488
11.05464       322.3928        16.0576
11.05564       319.0473        16.0512
11.05664       324.0761        16.1925
11.05764       333.3604        16.3113
11.05863       311.6191        15.8450
11.05963       328.3974        16.3076
11.06063       340.9518        16.5605
11.06163       329.8350        16.3218
11.06263       336.5768        16.5220
11.06363       327.3920        16.2702
11.06463       338.6254        16.5160
11.06563       338.9269        16.5379
11.06663       331.7236        16.3468
11.06763       322.1214        16.1661
11.06863       302.3420        15.5766
11.06963       326.4725        16.2059
11.07063       318.6451        16.0377
11.07163       333.3051        16.3648
11.07263       301.7848        15.6156
11.07363       314.2548        15.8849
11.07463       327.3844        16.1951
11.07563       306.8683        15.6970
11.07663       316.5830        15.9267
11.07763       303.0488        15.6036
11.07863       298.5810        15.4994
11.07963       316.2547        15.9453
11.08063       332.3601        16.3211
11.08163       338.5346        16.5274
11.08263       354.7532        16.9148
11.08363       322.4461        16.1664
11.08463       349.8056        16.7709
11.08563       315.1928        15.9132
11.08663       310.3153        15.8492
11.08763       329.8189        16.2774
11.08863       339.3167        16.4900
11.08963       327.6346        16.2458
11.09063       325.5165        16.1988
11.09163       325.9711        16.1724
11.09263       302.8355        15.5683
11.09363       311.2069        15.8238
11.09463       314.6162        15.8617
11.09563       303.7463        15.6548
11.09663       328.9064        16.2549
11.09763       321.1311        16.1084
11.09863       288.1848        15.1910
11.09963       310.7603        15.8104
11.10063       325.1955        16.1745
11.10163       326.0002        16.1825
11.10263       316.6712        15.9896
11.10363       316.3938        15.9335
11.10463       312.4892        15.8616
11.10563       304.0126        15.6513
11.10663       310.6322        15.8226
11.10763       282.3578        15.1224
11.10863       318.5699        16.0374
11.10963       329.5405        16.3324
11.11063       308.1632        15.6954
11.11163       315.7450        15.9379
11.11263       312.7309        15.8864
11.11363       305.1728        15.7385
11.11463       343.0259        16.6190
11.11563       342.1152        16.6168
11.11663       332.2580        16.2838
11.11763       331.6432        16.3144
11.11863       332.9508        16.3880
11.11963       315.8524        15.9605
11.12063       304.3259        15.6605
11.12163       325.8859        16.2000
11.12263       306.0251        15.6542
11.12363       322.8506        16.0938
11.12463       312.4998        15.8324
11.12563       320.4806        16.1020
11.12663       329.4682        16.3253
11.12763       318.3800        15.9944
11.12863       315.5247        15.9549
11.12963       315.2655        15.9553
11.13063       318.7856        16.0561
11.13163       312.6208        15.8730
11.13263       323.3308        16.1426
11.13363       312.1540        15.8104
11.13463       305.8902        15.6576
11.13562       302.7136        15.6261
11.13662       313.1518        15.8620
11.13762       312.2099        15.8509
11.13862       282.7129        15.0647
11.13962       314.8576        15.8804
11.14062       330.1797        16.2662
11.14162       317.6902        15.9600
11.14262       323.1411        16.0783
11.14362       308.7712        15.7763
11.14462       308.3638        15.7793
11.14562       309.8011        15.8476
11.14662       305.6532        15.7169
11.14762       312.5277        15.8852
11.14862       336.9656        16.4964
11.14962       337.0733        16.4636
11.15062       319.1020        16.0753
11.15162       311.3147        15.8136
11.15262       305.2566        15.6772
11.15362       326.3653        16.2094
11.15462       344.3469        16.6999
11.15562       338.2746        16.5636
11.15662       314.7171        15.8812
11.15762       309.8591        15.8047
11.15862       325.0619        16.1572
11.15962       325.7306        16.1468
11.16062       310.3677        15.8476
11.16162       312.2826        15.8573
11.16262       335.5622        16.4029
