7.2488606196    0
5.1257185       0
4.18513163      0
3.6244303098    0
3.241789021     0
2.9593349558    0
2.739811784     0
2.56285925      0
2.4162868732    0
2.2922909999    0
2.1856137121    0
2.092565815     0
2.0104722041    0
1.8716477639    0
1.8122151549    0
1.7581069412    0
1.7085728333    0
1.6630026788    0
1.6208945105    0
1.581831071     0
1.5454622769    0
1.5114919247    0
1.4796674779    0
1.4497721239    0
1.4216185289    0
1.3950438767    0
1.369905892     0
1.3460796242    0
1.3019338009    0
1.281429625     0
1.261864665     0
1.2431693402    0
1.2252810789    0
1.2081434366    0
1.191705345     0
1.1759204713    0
1.1607466682    0
1.1461455       0
1.1320818324    0
1.118523477     0
1.105440881     0
1.092806856     0
1.0805963403    0


